ref,cote,titre,contenu,analyse_diplomatique,date
01896,1270/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3851 DU 05 NOVEMBRE 2015 : SONABHY ET SOME S MONIQUE,"TRAVAIL, CDD, SONABHY, VERIFICATION, FACTURATION, TRANSPORT, ACHAT, SOME S MONIQUE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01897,1271/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3852 DU 05 NOVEMBRE 2015 : SONABHY ET SORGHO MATHIAS,"TRAVAIL, CDD, SONABHY, VERIFICATION, FACTURATION, TRANSPORT, ACHAT, SORGHO MATHIAS","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01898,1272/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3853 DU 05 NOVEMBRE 2015 : SONABHY ET MAIGA AWA IDRISSA,"TRAVAIL, CDD, SONABHY, RECEPTION, CONTROLE, CLIENTELE, MAIGA AWA IDRISSA","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01899,1273/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3855 DU 05 NOVEMBRE 2015 : SONABHY ET SOMDA SAVADOGO P RAISSA PARFAIT,"TRAVAIL, CDD, SONABHY, EXECUTION DE MARCHE, REDACTION DE RAPPORT, SOMDA SAVADOGO P RAISSA PARFAIT","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01900,1274/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3856 DU 05 NOVEMBRE 2015 : SONABHY ET KOMI R IRENE SERGINE,"TRAVAIL, CDD, SONABHY, EXECUTION DE MARCHE, REDACTION DE RAPPORT, KOMI R IRENE SERGINE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01901,1275/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3857 DU 05 NOVEMBRE 2015 : SONABHY ET KABORE R Z T SIMONE ELIANE,"TRAVAIL, CDD, SONABHY, EXECUTION DE MARCHE, KABORE R Z T SIMONE ELIANE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01902,1276/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRAVAIL A DUREE DETERMINEE N°15/3858 DU 05 NOVEMBRE 2015 : SONABHY ET OUEDRAOGO IBRAHIM,"TRAVAIL, CDD, SONABHY, ENLEVEMENT, PRODUIT PETROLIER, OUEDRAOGO IBRAHIM, SONABEL","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01903,0001/PRO,REALISATION DE PROJETS PETROLIERS : PROJET MINI CENTRE EMPLISSEUR DE STD-SODIGAZ,"PROJET PETROLIER, CENTRE EMPLISSEUR, STD SODIGAZ APC, SONABHY","(CORRESPONDANCE, ETAT) DATE EXTREME  : 2010-2011, 2014, PASSAGE GED   : DOCESSEN / DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
01904,0097/CA,,"CONSEIL D'ADMINISTRATION, SONABHY, ACTIVITE, COMMISSAIRE AUX COMPTES, CONTROLE INTERNE, GESTION, DIRECTION GENERALE, FINANCE, ASSEMBLEE GENERALE, SOCIETE D'ETAT","(PROCES VERBAL, RAPPORT, NOTE, ETAT FINANCIER) DATE EXTREME  : 2014, SORT FINAL : CONSERVATION DEFINITIVE",2014
01905,0611/RCG,"REALISATION DU CONTROLE DE GESTION : ELABORATION DU BUDGET : PROGRAMME D'ACTIVITES 2008, 2010, 2011, 2013","CONTROLE DE GESTION, BUDGET, ACTIVITE, SONABHY","(PROGRAMME D'ACTIVITE) DATE EXTREME  : 2008, 2010-2011, 2013, SORT FINAL : DESTRUCTION",
01906,0013/GSI,"GESTION DES SYSTEMES D'INFORMATION : GESTION ""DOCUMENTAIRE ; TABLEAU DE GESTION DES DOCUMENTS 2013""","GESTION DOCUMENTAIRE, TABLEAU DE GESTION DES DOCUMENTS, ARCHIVES, DOCUMENTATION, SERVICE ARCHIVES ET DOCUMENTATION","(TABLEAU DE GESTION DES DOCUMENTS) DATE EXTREME  : 2013, PASSAGE GED   : DOCESSEN SORT FINAL : DESTRUCTION",
01907,0146/GRH,,"RESSOURCE HUMAINE, NOTATION, AVANCEMENT","(NOTE DE SERVICE) DATE EXTREME  : 2015, OBSERVATIONS  : CONFIDENTIALITE PASSAGE GED   : DOCUPERS SORT FINAL : CD",
01908,0014/AGJ,JURIDICTION ET CONTENTIEUX : RECUEIL DES EXIGENCES LEGALES ET REGLEMENTAIRES APPLICABLES A LA SONABHY,"EXIGENCE LEGALE, EXIGENCE REGLEMENTAIRE, SONABHY, REGLEMENTATION, LEGALITE","(RECUEIL) DATE EXTREME  : 2011, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2011
01909,0022/GDE,COMMUNICATION INTERNE ET EXTERNE : PASSATION DE FONCTION ENTRE NACRO G ABOUBAKAR ET BEREHOUNDOUGOU BOUKARY J B S EN NOVEMBRE 2014,"PASSATION DE SERVICE, DIRECTEUR GENERAL, SONABHY, NACRO GAMBETTA ABOUBAKAR, BEREHOUNDOUGOU BOUKARY J B S, FONCTION","(PROCES VERBAL, DOSSIER PAR FONCTION) DATE EXTREME  : 2014, PASSAGE GED   : DOCESSEN (PROCES VERBAL UNIQUEMENT) SORT FINAL : CONSERVATION DEFINITIVE",
01910,0023/GDE,COMMUNICATION INTERNE ET EXTERNE : ASSEMBLEE GENERALE DES SOCIETES D'ETAT XXIème SESSION DU 27 ET 28 JUIN 2013,"ASSEMBLEE GENERALE, SOCIETE D'ETAT, SONABHY, GESTION, FINANCE","(CORRESPONDANCE, RAPPORT, CHRONOGRAMME, LISTE DE DOCUMENT, LISTE DE PARTICIPANTS) DATE EXTREME  : 2013, PASSAGE GED   : 30 ANS",
01911,0024/GDE,"COMMUNICATION INTERNE ET EXTERNE : CELEBRATION 30 ""ANS DE LA SONABHY : DISTINCTIONS HONORIFIQUES 2015 ;"" PROGRAMME D'ACTIVITES.","30 ANS, ANNIVERSAIRE, ACTIVITE, SONABHY, MEDAILLE D'HONNEUR, MEDAILLE DE FIDELITE","(CERTIFICAT, PROGRAMME D'ACTIVITE) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
01912,1277/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; AVENANT N°17/396 DU 31 AOUT 2017 :"" SONABHY ET TOUGMA DRAMANE","TRANSPORT, PRODUIT PETROLIER, SONABHY, TOUGMA DRAMANE","(CONTRAT) DATE EXTREME  : 2017, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2017
01913,1278/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; CONTRAT N°15/391 DU 18 NOVEMBRE 2015  +"" AVENANT N°17/0543 DU 10 NOVEMBRE 2017 : SONABHY ET BURKINA ASSAINISSEMENT CONSTRUCTION","TRANSPORT, PRODUIT PETROLIER, SONABHY, BURKINA ASSAINISSEMENT CONSTRUCTION","(CONTRAT, AVENANT) DATE EXTREME  : 2015, 2017, 20152017 PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
01914,1279/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; CONTRAT N°15/366 DU 17 NOVEMBRE 2015 +"" CONTRAT N°18/00148 DU 12 FEVRIER 2018 : SONABHY ET EODF SERVICES","TRANSPORT, PRODUIT PETROLIER, SONABHY, EODF SERVICES","(CONTRAT) DATE EXTREME  : 2015,2018, 2015ù2018 PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
01915,1280/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; CONTRAT N°15/109 DU 12 MARS 2015 +"" AVENANT N°16/0354 DU 21 SEPTEMBRE 2016 : SONABHY ET TAMSI","TRANSPORT, PRODUIT PETROLIER, SONABHY, TAMSI","(CONTRAT, AVENANT) DATE EXTREME  : 2015-2016, 20152016 PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
01916,1281/CJ,,"ASSURANCE, SONAR, SONABHY, TOUT RISQUE, RISQUE INDUSTRIEL","(CONTRAT, LETTRE DEPART) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
01917,1282/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°16/112  DU 12 JANVIER 2016 :"" SONABHY ET KABORE FABRICE","TRAVAIL, OUVRIER, SONABHY, KABORE FABRICE","( CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2016
01918,1283/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°16/111  DU 12 JANVIER 2016 :"" SONABHY ET KABORE MAHAMADY","TRAVAIL, OUVRIER, SONABHY, KABORE MAHAMADY","( CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2016
01919,1284/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°16/110  DU 12 JANVIER 2016 :"" SONABHY ET KABORE JUSTIN","TRAVAIL, OUVRIER, SONABHY, KABORE JUSTIN","( CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2016
01920,1285/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°16/109  DU 12 JANVIER 2016 :"" SONABHY ET KABORE DAVY","TRAVAIL, OUVRIER, SONABHY, KABORE DAVY","( CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2016
01921,1286/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°16/108  DU 12 JANVIER 2016 :"" SONABHY ET KABORE ISSOUFOU","TRAVAIL, OUVRIER, SONABHY, KABORE ISSOUFOU","( CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2016
01922,1287/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°16/107  DU 12 JANVIER 2016 :"" SONABHY ET KABORE CAMILLE","TRAVAIL, OUVRIER, SONABHY, KABORE CAMILLE","( CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2016
01923,1288/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4564  DU 29 DECEMBRE 2015 :"" SONABHY ET SIMPORE EMILE","TRAVAIL, OUVRIER, SONABHY, SIMPORE EMILE","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01924,1289/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4563  DU 29 DECEMBRE 2015 :"" SONABHY ET ZOUNGRANA LASSANE","TRAVAIL, OUVRIER, SONABHY, ZOUNGRANA LASSANE","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01925,1290/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4562  DU 29 DECEMBRE 2015 :"" SONABHY ET NIKIEMA ALOYS","TRAVAIL, OUVRIER, SONABHY, NIKIEMA ALOYS","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01926,1291/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4560  DU 29 DECEMBRE 2015 :"" SONABHY ET SIMPORE B S THEOPHILE","TRAVAIL, OUVRIER, SONABHY, SIMPORE B S THEOPHILE","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01927,1292//CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4559  DU 29 DECEMBRE 2015 :"" SONABHY ET YALPOUGDOU ABLASSE","TRAVAIL, OUVRIER, SONABHY, YALPOUGDOU ABLASSE","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01928,1293/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4558  DU 29 DECEMBRE 2015 :"" SONABHY ET NIKIEMA TINDBA","TRAVAIL, OUVRIER, SONABHY, NIKIEMA TINDBA","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01929,1294/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4557 DU 29 DECEMBRE 2015 :"" SONABHY ET TAPSOBA JEROME","TRAVAIL, OUVRIER, SONABHY, TAPSOBA JEROME","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01930,1295/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4556 DU 29 DECEMBRE 2015 :"" SONABHY ET ZONGO ROMUALD","TRAVAIL, OUVRIER, SONABHY, ZONGO ROMUALD","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01931,1296/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4555  DU 29 DECEMBRE 2015 :"" SONABHY ET TALL HAROUNA","TRAVAIL, OUVRIER, SONABHY, TALL HAROUNA","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01932,1297/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4554 DU 29 DECEMBRE 2015 :"" SONABHY ET ILBOUDO EDMOND","TRAVAIL, OUVRIER, SONABHY, ILBOUDO EDMOND","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01933,1298/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4552 DU 29 DECEMBRE 2015 :"" SONABHY ET ZONGO A J WEND PANGA","TRAVAIL, OUVRIER, SONABHY, ZONGO A J WEND PANGA","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01934,1299/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4551 DU 29 DECEMBRE 2015 :"" SONABHY ET BAZIE Y C CESAIRE","TRAVAIL, OUVRIER, SONABHY, BAZIE Y C CESAIRE","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01935,1300/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4550 DU 29 DECEMBRE 2015 :"" SONABHY ET SIMPORE T CHARLES","TRAVAIL, OUVRIER, SONABHY, SIMPORE T CHARLES","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01936,1301/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4549 DU 29 DECEMBRE 2015 :"" SONABHY ET SAM AIME","TRAVAIL, OUVRIER, SONABHY, SAM AIME","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01937,1302/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4547 DU 29 DECEMBRE 2015 :"" SONABHY ET KALMOGO SEYDOU","TRAVAIL, OUVRIER, SONABHY, KALMOGO SEYDOU","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01938,1303/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4546 DU 29 DECEMBRE 2015 :"" SONABHY ET ILBOUDO K DANIEL","TRAVAIL, OUVRIER, SONABHY, ILBOUDO K DANIEL","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01939,1304/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4545 DU 29 DECEMBRE 2015 :"" SONABHY ET OUATTARA SY JUSTIN","TRAVAIL, OUVRIER, SONABHY, OUATTARA SY JUSTIN","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01940,1305/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4544  DU 29 DECEMBRE 2015 :"" SONABHY ET NACOULMA T ANSELME","TRAVAIL, OUVRIER, SONABHY, NACOULMA T ANSELME","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01941,1306/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4543 DU 29 DECEMBRE 2015 :"" SONABHY ET SAWADOGO SIBIRI","TRAVAIL, OUVRIER, SONABHY, SAWADOGO SIBIRI","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01942,1307/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4542 DU 29 DECEMBRE 2015 :"" SONABHY ET KABRE JEROME","TRAVAIL, OUVRIER, SONABHY, KABRE JEROME","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01943,1308/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4541 DU 29 DECEMBRE 2015 :"" SONABHY ET KABORE ABDOUL AZIZ","TRAVAIL, OUVRIER, SONABHY, KABORE ABDOUL AZIZ","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01944,1309/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4540 DU 29 DECEMBRE 2015 :"" SONABHY ET KABORE WAHABO","TRAVAIL, OUVRIER, SONABHY, KABORE WAHABO","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01945,1310/CJ,"JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE ""DETERMINEE ; CONTRAT N°15/4539 DU 29 DECEMBRE 2015 :"" SONABHY ET ILBOUDO FULBERT","TRAVAIL, OUVRIER, SONABHY, ILBOUDO FULBERT","( CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01946,1311/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4538 DU 29 DECEMBRE 2015 : SONABHY ET SIMPORE K BLAISE,"TRAVAIL, OUVRIER, SONABHY, SIMPORE K BLAISE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01947,1312/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4537 DU 29 DECEMBRE 2015 : SONABHY ET KABORE OUSSENI,"TRAVAIL, OUVRIER, SONABHY, KABORE OUSSENI","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01948,1313/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4535 DU 29 DECEMBRE 2015 : SONABHY ET KABORE AUGUSTIN,"TRAVAIL, OUVRIER, SONABHY, KABORE AUGUSTIN","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01949,1314/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4534 DU 29 DECEMBRE 2015 : SONABHY ET KABORE K EVARISTE,"TRAVAIL, OUVRIER, SONABHY, KABORE K EVARISTE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01950,1315/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4533 DU 29 DECEMBRE 2015 : SONABHY ET KONE FOUSSENI,"TRAVAIL, OUVRIER, SONABHY, KONE FOUSSENI","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01951,1316/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4532 DU 29 DECEMBRE 2015 : SONABHY ET KABORE ALI,"TRAVAIL, OUVRIER, SONABHY, KABORE ALI","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01952,1317/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4531 DU 29 DECEMBRE 2015 : SONABHY ET ARBA BOUREIMA,"TRAVAIL, OUVRIER, SONABHY, ARBA BOUREIMA","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01953,1318/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4530 DU 29 DECEMBRE 2015 : SONABHY ET REGTOUMDA ABDOULAYE,"TRAVAIL, OUVRIER, SONABHY, REGTOUMDA ABDOULAYE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01954,1319/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4529 DU 29 DECEMBRE 2015 : SONABHY ET KINDA ALI,"TRAVAIL, OUVRIER, SONABHY, KINDA ALI","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01955,1320/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4527 DU 29 DECEMBRE 2015 : SONABHY ET TAPSOBA MADINA KHADY,"TRAVAIL, OUVRIER, SONABHY, TAPSOBA MADINA KHADY","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01956,1321/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4525 DU 29 DECEMBRE 2015 : SONABHY ET KONSEIGA ABOUBAKAR SIDIKI,"TRAVAIL, OUVRIER, SONABHY, KONSEIGA ABOUBAKAR SIDIKI","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01957,1322/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4524 DU 29 DECEMBRE 2015 : SONABHY ET NIKIEMA FRANCOIS,"TRAVAIL, OUVRIER, SONABHY, NIKIEMA FRANCOIS","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01958,1323/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4523 DU 29 DECEMBRE 2015 : SONABHY ET OUEDRAOGO T HABZETA,"TRAVAIL, OUVRIER, SONABHY, OUEDRAOGO T HABZETA","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01959,1324/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4522 DU 29 DECEMBRE 2015 : SONABHY ET OUEDRAOGO S ROMYALE,"TRAVAIL, OUVRIER, SONABHY, OUEDRAOGO S ROMYALE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01960,1325/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4521 DU 29 DECEMBRE 2015 : SONABHY ET OUATTARA BENOIT,"TRAVAIL, OUVRIER, SONABHY, OUATTARA BENOIT","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01961,1326/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE : CONTRAT N°15/4520 DU 29 DECEMBRE 2015 : SONABHY ET BAGAYA AMADE,"TRAVAIL, OUVRIER, SONABHY, BAGAYA AMADE","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
01962,0025/GDE,COMMUNICATION INTERNE ET EXTERNE : 20ème SESSION DE L'ASSEMBLEE GENERALE DES SOCIETES D'ETAT : RAPPORT DU SECRETARIAT,"ASSEMBLEE GENERALE, SOCIETE D'ETAT, SECRETARIAT GENERAL, GESTION","(RAPPORT) DATE EXTREME  : 2012, SORT FINAL : CONSERVATION DEFINITIVE",
