cote_rangement,titre,dates_extremes,niveau_description,importance_materielle,provenance_ou_processus,initial_processus,mots_cles_matieres,analyse_diplomatique,date_versement,date_enregistrement,passage_ged,duree_utilite_admin,sort_final,notes
 0092/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART CONFIDENTIEL 2021," JANVIER-JUIN,AOUT-OCTOBRE 2021", DOSSIER, 09 DOSSIERS,, GCR," COMMUNICATION,  COURRIER DEPART,  DOSSIER CONFIDENTIEL", CORRESPONDANCE,,,,,, DOSSIER CONFIDENTIEL TRANSFERE PAR LE SECRETARIAT DG
 0093/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE CONFIDENTIEL 2021," JANVIER-JUILLET,SEPTEMBRE-OCTOBRE 2021", DOSSIER, 09 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DOSSIER CONFIDENTIEL", CORRESPONDANCE,,,,,, DOSSIER CONFIDENTIEL TRANSFERE PAR LE SECRETARIAT DG
 0094/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE CONFIDENTIEL 2021," ""FEVRIER;AVRIL-JUILLET 2021""", DOSSIER, 05 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  DOSSIER CONFIDENTIEL", CORRESPONDANCE,,,,,, DOSSIER CONFIDENTIEL TRANSFERE PAR LE SECRETARIAT DG
 0095/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE JANVIER 2021, JANVIER 2021, DOSSIER, 36 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0096/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE FEVRIER 2021, FEVRIER 2021, DOSSIER, 39 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0097/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE MARS 2021, MARS 2021, DOSSIER, 53 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0098/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE AVRIL 2021, AVRIL 2021, DOSSIER, 48 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0099/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE MAI 2021, MAI 2021, DOSSIER, 62 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0100/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE JUIN 2021, JUIN 2021, DOSSIER, 41 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0101/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE JUILLET 2021, JUILLET 2021, DOSSIER, 48 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0102/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE AOUT 2021, AOUT 2021, DOSSIER, 36  DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0103/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE SEPTEMBRE 2021, SEPTEMBRE 2021, DOSSIER, 26 DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0105/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVE DE NOVEMBRE 2021, NOVEMBRE 2021, DOSSIER, 37  DOSSIERS,, GCR," COMMUNICATION,  COURRIER ARRIVE,  DIRECTION GENERAL", LETTRE ARRIVE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0106/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE JANVIER 2021, JANVIER 2021, DOSSIER, 42 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0107/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE FEVRIER 2021, FEVRIER 2021, DOSSIER, 23 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0108/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE MARS 2021, MARS 2021, DOSSIER, 32 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0110/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE MAI 2021, MAI 2021, DOSSIER, 38 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0111/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE JUIN 2021, JUIN 2021, DOSSIER, 43 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0112/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE JUILLET 2021, JUILLET 2021, DOSSIER, 51 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0113/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE AOUT 2021, AOUT 2021, DOSSIER, 63 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0114/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE SEPTEMBRE 2021, SEPTEMBRE 2021, DOSSIER, 32 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0115/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE OCTOBRE 2021, OCTOBRE 2021, DOSSIER, 39 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0116/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE NOVEMBRE 2021, NOVEMBRE 2021, DOSSIER, 59 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0117/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE DECEMBRE 2021, DECEMBRE 2021, DOSSIER, 44 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0109/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER INTERNE DE AVRIL 2021, AVRIL 2021, DOSSIER, 43 DOSSIERS,, GCR," COMMUNICATION,  COURRIER INTERNE,  CORRESPONDANCE", LETTRE INTERNE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0118/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE JANVIER 2021, JANVIER 2021, DOSSIER, 202 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0119/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE FEVRIER 2021, FEVRIER 2021, DOSSIER, 198 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0120/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE MARS 2021, MARS 2021, DOSSIER, 236 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0121/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE AVRIL 2021, AVRIL 2021, DOSSIER, 186 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0122/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE MAI 2021, MAI 2021, DOSSIER, 166 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0123/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE JUIN 2021, JUIN 2021, DOSSIER, 273 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0124/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE JUILLET 2021, JUILLET 2021, DOSSIER, 339 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0125/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE AOUT 2021, AOUT 2021, DOSSIER, 241 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0126/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE SEPTEMBRE 2021, SEPTEMBRE  2021, DOSSIER, 192 PIECES,, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0127/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE OCTOBRE 2021, OCTOBRE 2021, DOSSIER, 226 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0128/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE NOVEMBRE 2021, NOVEMBRE 2021, DOSSIER, 248  PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0129/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE DECEMBRE 2021, DECEMBRE 2021, DOSSIER, 297 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COURRIER DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0130/GCR," COMMUNICATION INTERNE ET EXTERNE : FAX ARRIVE DE ""JANVIER;AVRIL;JUILLET 2021"""," ""JANVIER;AVRIL;JUILLET 2021""", DOSSIER, 03 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  FAX ARRIVE,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0131/GCR, COMMUNICATION INTERNE ET EXTERNE : FAX  DEPART DE JANVIER-DECEMBRE 2021, JANVIER-DECEMBRE 2021, DOSSIER, 205 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  FAX DEPART,  DIRECTION GENERALE", CORRESPONDANCE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0132/GCR, COMMUNICATION INTERNE ET EXTERNE : NOTE DE SERVICE 2021, 2021, DOSSIER, 27 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  NOTE DE SERVICE,  DIRECTION GENERALE", NOTE DE SERVICE, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0133/GCR, COMMUNICATION INTERNE ET EXTERNE : PROCES VERBAL DE REUNION, 2021, DOSSIER, 02 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  PROCES VERBAL,  REUNION,  DIRECTION GENERALE", PROCES VERBAL, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0134/GCR, COMMUNICATION INTERNE ET EXTERNE : COMPTE RENDU DE REUNION DU COMITE DE CRISE, 2021, DOSSIER, 03 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  REUNION DU COMITE,  CRISE", COMPTE RENDU, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0135/GCR, COMMUNICATION INTERNE ET EXTERNE : COMPTE RENDU DE FORMATION, 2021, DOSSIER, 01 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  FORMATION", COMPTE RENDU, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0136/GCR, COMMUNICATION INTERNE ET EXTERNE : COMPTE RENDU DE RENCONTRE EXTRAORDINAIRE, 2021, DOSSIER, 01 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COMPTE RENDU,  RENCONTRE EXTRAORDINAIRE", COMPTE RENDU, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0137/GCR, COMMUNICATION INTERNE ET EXTERNE : COMPTE RENDU DE REUNION, 2021, DOSSIER, 02 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COMPTE RENDU,  REUNION", COMPTE RENDU, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0138/GCR, COMMUNICATION INTERNE ET EXTERNE : COMPTE RENDU DE REUNION MENSUELLE, AVRIL 2021, DOSSIER, 01 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COMPTE RENDU,  REUNION MENSUELLE", COMPTE RENDU, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0139/GCR, COMMUNICATION INTERNE ET EXTERNE : DELIBERATION, 2021, DOSSIER, 02 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  DIRECTION GENERALE", DELIBERATION, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0140/GCR, COMMUNICATION INTERNE ET EXTERNE : COMPTE RENDU DE REUNION DU COMITE DE DIRECTION, 2021, DOSSIER, 49 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, GCR," COMMUNICATION,  COMPTE RENDU,  REUNION DU COMITE DE DIRECTION", COMPTE RENDU, - - -, 2023, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE, RAS
 0001/GSI, GESTION DE SYSTEME D INFORMATION: MISE EN OEUVRE DU SYSTEME DE GESTION DES DOCUMENTS D ACTIVITE (RECORDS MANAGEMENT) AU PROFIT DE LA SONABHY, OCTOBRE 2020, DOSSIER, 01 PIECE, GERER LE SYSTEME D INFORMATION, GSI," SYSTEME D INFORMATION,  RECORDS MANAGEMENT,  GESTION  DOCUMENTAIRE", RAPPORT, 2023,,, 10 ANS, CONSERVATION DEFINITIVE,
 0002/GSI, GESTION DE SYSTEME D INFORMATION: RAPPORT DE FORMATION SUR LES OUTILS BUREAUTIQUES, JUIN 2021, DOSSIER, 01 PIECE, GERER LE SYSTEME D INFORMATION, GSI," FORMATION,  OUTILS BUREAUTIQUES,  INFORMATIQUE", RAPPORT DE FORMATION,,,, 05 ANS, CONSERVATION DEFINITIVE,
 0141/GCR, COMMUNICATUION INTERNE ET EXTERNE: COURRIER DEPART DE JANVIER 2022, JANVIER 2022, DOSSIER, 282 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERAL,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0142/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE FEVRIER 2022, FEVRIER 2022, DOSSIER, 196 PIECES, ASSURER LA COMMNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE DEPART, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0143/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE MARS 2022, MARS 2022, DOSSIER, 267 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0144/GCR, COMMUNICATION INTERNE ET EXTERNE: COURIER DEPART DE AVRIL 2022, AVRIL 2022, DOSSIER, 225 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0145/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE MAI 2022, MAI 2022, DOSSIER, 368 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0146/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE JUIN 2022, JUIN 2022, DOSSIER, 378 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0147/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE JUILLET 2022, JUILLET 2022, DOSSIER, 227 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0148/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE AOUT 2022, AOUT 2022, DOSSIER, 307 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0149/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE SEPTEMBRE 2022, SEPTEMBRE 2022, DOSSIER, 208 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0150/GCR, COMMUNICATION INTERNE ET EXTERNE:COURRIER DEPART DE OCTOBRE 2022, OCTOBRE 2022, DOSSIER, 221 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0151/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE NOVEMBRE 2022, NOVEMBRE 2022, DOSSIER, 121 PIECES, ASSURER LA COMMUINICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0152/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER DEPART DE DECEMBRE 2022, DECEMBRE 2022, DOSSIER, 253 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE,  CHRONOPOST", QUITTANCE DE TRANSMISSION, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0153/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE JANVIER 2022, JANVIER 2022, DOSSIER, 6 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0154/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE FEVRIER 2022, FEVRIER 2022, DOSSIER, 6 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0155/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE MARS 2022, MARS 2022, DOSSIER, 13 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0156/GCR, COMMUNICATION INTERNE ET EXTERNE: COURRIER ARRIVEE DE AVRIL 2022, AVRIL 2022, DOSSIER, 14 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0157/GCR," ""COMMUNICATION INTERNE ET EXTERNE ; COURRIER ARRIVEE DE MAI 2022""", MAI 2022, DOSSIER, 12 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPART,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0158/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE JUIN 2022, JUIN 2022, DOSSIER, 15 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER DEPAT,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0159/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE JUILLET 2022, JUILLET 2022, DOSSIER, 6 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0160/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE AOUT 2022, AOUT 2022, DOSSIER, 5 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," CORRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
 0161/GCR, COMMUNICATION INTERNE ET EXTERNE : COURRIER ARRIVEE DE SEPTEMBRE 2022, SEPTEMBRE 2022, DOSSIER, 12 PIECES, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, ACI/GCR," COURRIER ARRIVEE,  DIRECTION GENERALE,  COMMUNICATION EXTERNE", LETTRE ARRIVEE, 2023, 02-02-2024, DOCUCOUR, 05 ANS, CONSERVATION DEFINITIVE,
