reference,code,titre,contenu,analyse,date
00001,0001/MS,TRAVAUX SUPPLEMENTAIRES SUR L'ENTRETIEN DECENNAL DU DEPOT DE BINGO PAR EERI-BF ,"ENTRETIEN DECENNAL, EERI-BF, DEPOT DE BINGO ","(CORRESPONDANCE, RAPPORT, ETAT)","2009-2010,"
00742,0617/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 SEPTEMBRE 2010,"
00743,0618/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-20 OCTOBRE 2010,"
00744,0619/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 OCTOBRE 2010,"
00745,0620/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 DECEMBRE 2010,"
00746,0621/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS03-10 JANVIER 2011,"
00747,0622/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-20  JANVIER 2011,"
00748,0623/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-31  JANVIER 2011,"
00749,0624/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-10 FEVRIER 2011,"
00750,0625/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-18 FEVRIER 2011,"
00751,0626/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-28 FEVRIER 2011,"
00752,0627/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-10 MARS 2011,"
00753,0628/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-18 MARS 2011,"
00754,0629/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-31 MARS 2011,"
00755,0630/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-20 AVRIL 2011,"
00756,0631/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-29 AVRIL 2011,"
00757,0632/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS02-10 MAI 2011,"
00758,0633/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-20 MAI 2011,"
00759,0634/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS23-31 MAI 2011,"
00760,0635/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-10 JUIN 2011,"
00761,0636/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS13-20 JUIN 2011,"
00762,0637/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 JUIN 2011,"
00763,0638/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-08 JUILLET 2011,"
00764,0639/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-20 JUILLET 2011,"
00765,0640/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-29 JUILLET 2011,"
00766,0641/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-10 AOUT 2011,"
00767,0642/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-19 AOUT 2011,"
00768,0643/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS22-31 AOUT 2011,"
00769,0644/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-09 SEPTEMBRE 2011,"
00770,0645/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS12-20 SEPTEMBRE 2011,"
00771,0646/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 SEPTEMBRE 2011,"
00772,0647/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS03-10 OCTOBRE 2011,"
00773,0648/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-20 OCTOBRE 2011,"
00774,0649/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-31 OCTOBRE 2011,"
00775,0650/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS02-10 NOVEMBRE 2011,"
00776,0651/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS11-18 NOVEMBRE 2011,"
00777,0652/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 NOVEMBRE 2011,"
00778,0653/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS01-10 DECEMBRE 2011,"
00779,0654/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS13-20 DECEMBRE 2011,"
00780,0655/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, JOURNALIER, SORTIE GAZ, SERVICE GAZ, DEPOT DE BINGO ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERS DES PRODUITS21-30 DECEMBRE 2011,"
00781,0656/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, SORTIE PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS02-10 JANVIER 2012,"
00782,0657/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, SORTIE PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11-20 JANVIER 2012,"
00783,0658/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, SORTIE JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS01-10 FEVRIER 2012,"
00784,0659/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, SORTIE JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS13-20 FEVRIER 2012,"
00785,0660/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, SORTIE PRODUIT BLANC, SORTIE MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITSJOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO,21-29 FEVRIER 2012,"
00786,0662/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS12-20 MARS 2012,"
00787,0663/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS21-30 MARS 2012,"
00788,0664/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS02-10 AVRIL 2012,"
00789,0665/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11-20 AVRIL 2012,"
00790,0666/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS23-30 AVRIL 2012,"
00791,0667/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS02-10 MAI 2012,"
00792,0668/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11-18 MAI 2012,"
00793,0669/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS21-31 MAI 2012,"
00794,0670/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS01;04-08 JUIN 2012,"""
00795,0671/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11; 12-15; 20 JUIN 2012,"""
00796,0672/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS21-22;25-29 JUIN 2012,"""
00797,0673/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS02-06; 09-10 JUILLET 2012,"""
00798,0674/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11-13; 16-20 JUILLET 2012,"""
00799,0675/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS23-27; 30-31 JUILLET 2012,"""
00800,0676/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS01-03; 06-09 JUILLET 2012,"""
00801,0677/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS13-14; 16-18 AOUT 2012,"""
00802,0678/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS21-24 ; 27-30 AOUT 2012,"""
00803,0679/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS03-07 ; 10 SEPTEMBRE 2012,"""
00804,0680/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11-14 ; 17-20 SEPTEMBRE 2012,"""
00805,0681/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF,  PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS21 ; 24-28 SEPTEMBRE 2012,"""
00806,0682/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS01-05; 08-10 OCTOBRE 2012,"""
00807,0683/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS11-12; 15-20 OCTOBRE 2012,"""
00808,0684/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS22-25; 28-31 OCTOBRE 2012,"""
00809,0685/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT BLANCS. ,"RECAPITULATIF, PRODUIT BLANC, JOURNALIERE, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT),"RECAPITULATIFS DES SORTIES JOURNALIERES DES PRODUITS02; 05-09 NOVEMBRE 2012,"""
