ID,Cote,Titre,Contenu Dossier,Analyse Diplomatique,Date Extrême,Année,Passage GED,Sort Finale
05047,1389/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES:MARCHE N°2015-310 POUR LA FOURNITURE ET POSE DE PLAQUES SIGNALETIQUES INTERSIGNE AU PROFIT DE LA SONABHY SIEGE 3 361 578F,"PLAQUE SIGNALETIQUE INTERSIGNE, SONABHY SIEGE, SYNERGIE, PRM","(PROCES VERBAL DE RECEPTION TRAVAUX, ORDRE DE SERVICE, MARCHE )",2015,,NON,DESTRUCTION
05048,1390/GRM,"TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-311 POUR LES PERDIEMS, FRAIS DE TRANSPORT ET DE LOCATION DE VEHICULES POUR L'ASSISTANCE JDE EN 2012 A LA SONABHY 25 194 534F","PERDIEM, FRAIS DE TRANSPORT, LOCATION DE VEHICULE, ASSISTANCE JDE EN 2012, SEMAFOR","(ORDRE DE SERVICE, MARCHE, FACTURE)",2015,,NON,DESTRUCTION
05049,1391/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-312 POUR ACQUISITION D'EMULSEURS AU PROFIT DELA SONABHY A BOBO 4 223 928F,"EMULSEUR, DEPOT DE BOBO, GESER, PRM","(BORDEREAU DE LIVRAISON, ORDRE DE SERVICE, MARCHE)",2015,,NON,DESTRUCTION
05050,1392/GRM,"TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-313 POUR FRAIS DE LOCATION DE VEHICULES, FRAIS DE DEPLACEMENT, PERDIEMS ET DEBOURS DES PRESTATIONS D'ASSISTANCE JDE EN 2014 ALA SONABHY19 007 928f","FRAIS DE LOCATION VEHICULE, FRAIS DE DEPLACEMENT, PERDIEMS, PRESTATION D'ASSISTANCE JDE EN 2014","(ORDRE DE SERVICE, MARCHE, FACTURE)",2015,,NON,DESTRUCTION
05051,1393/GRM,"TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N° 2015-314 POUR LES PRESTATION DE PETIT DEJEUNER, DEJEUNER ET LE DINER AU PROFIT DU PERSONNEL DE BINGO 5 706 362F","PRESTATION DE PETIT DEJEUNER, PRETATION DEJEUNER, PRETATION DINER, GEGA, PRM","(ORDRE DE SERVICE, QUITANCE IMPOT, FICHE DE DECOMPTE FISCAL, MARCHE)",2015,,NON,DESTRUCTION
05052,1394/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-315 POUR LA MISE EN OEUVRE DE JDE AU BURKINA FASO EN 2011 ET A LA SONABHY 37 020 850F,"JDE , SOMAFOR, PRM","(PROCES VERBAL DE RECEPTION TRAVAUX, ORDRE DE SERVICE, MARCHE, FACTURE)",2015,,NON,DESTRUCTION
05053,1395/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-316 POUR LA MISE EN OEUVRE DU LOGICIEL DE TRESORERIE XRT/SAGE AU BF EN 2010-2011 A LA SONABHY 6 742 714F,"LOGICIEL DE TRESORERIE XRT/SAGE, SEMAFOR, PRM","(PROCES VERBAL DE RECEPTION TRAVAUX, ORDRE DE SERVICE, MARCHE)",2015,,NON,DESTRUCTION
05054,1396/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-317 POUR LA LOCATION D'ONDULEURS AU PROFIT DE LA SONABHY 2 519 300F,"LOCATION D'ONDULEURS, BURKINA REGULATION, PRM","(ORDRE DE SERVICE, MARCHE)",2015,,NON,DESTRUCTION
05055,1397/PRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-318 POUR TRAVAUX SUPPLEMENTAIRE DE MISE EN OEUVRE DU LOGICIEL JDE AU BF A LA SONABHY 248 874 980F,"LOGICIEL JDE, TRAVAUX SUPPLEMENTAIRE, SOMAFOR, PRM","(PROCES VERBAL DE RECEPTION TRAVAUX, ORDRE DE SERVICE, MARCHE, FACTURE)",2015,,NON,DESTRUCTION
05056,1398/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-319 POUR L'ORGANISATIOND'UN REPAS A L'OCCASION DE LA PRESENTATION DE VOEUX AU DG DE LA SONABHY 4 750 000F,"ORGANISATION D'UN REPAS, PRESENTATION DE VOEUX AU DG, SMS SERVICES, PRM","(BORDEREAU DE LIVRAISON, ORDRE DE SERVICE, QUITANCE IMPOT, FICHE DE DECOMPTE FISCAL, MARCHE)",2015,,NON,DESTRUCTION
05057,1399/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N° 2015-320 POUR LES FRAIS DE DEPLACEMENT ET D'HEBERGEMENTPOUR LA MISE EN OEUVRE DU LOGICIEL JDE AU BF A LA SONABHY 6 519 681F,"FRAIS DE DEPLACEMENT, FRAIS D'HEBERGEMENT, LOGICIEL JDE, SOMAFOR, PRM","(ORDRE DE SERVICE, FACTURE, MARCHE)",2015,,NON,DESTRUCTION
05058,1400/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2014-094 POUR LES ETUDES ARCHITECTURALES ET TECHNIQUES DE CONSTRUCTION ET DE REFECTION D'INFRASTRUCTURES A BINGO 4 999 896F,"ETUDE ARCHITECTURALE, ETUDE TECHNIQUE, CONSTRUCTION ET REFECTION D'INFRASTRUCTURE","(PROCES VERBAL, VALIDATION TECHNIQUE, MARCHE, ORDRE DE SERVICE)",2014,,NON,DESTRUCTION
05059,1401/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-003 POUR LA FOURNITURE DE PAPIER LISTING 20 809 713F,"COMMANDE, PAPIER LISTING, MAG, PRM","(BORDEREAU DE LIVRAISON, ORDRE DE COMMANDE)",2015,,NON,DESTRUCTION
05060,1402/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE SE COMMANDE 2015-001 POUR LE NETTOYAGE DE LA DIRECTION DE BINGO 2 383 290F,"NETTOYAGE, DEPOT DE BINGO, BEAU",(ORDRE DE SERVICE),2015,,NON,DESTRUCTION
05061,1403/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-003 POUR LE NETTOYAGE DE LA DIRECTION DE BOBO 1 429 974F,"NETTOYAGE, DIRECTION GENERALE, BEAU, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",2015,,NON,DESTRUCTION
05062,1404/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-004 POUR LE NETTOYAGE DE LA DIRECTION DE BINGO 1 682 526F,"NETTOYAGE, DEPOT DE BINGO, BEAU, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",2015,,NON,DESTRUCTION
05063,1405/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-060 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM",(ORDRE DE COMMANDE),2015,,NON,DESTRUCTION
05064,1406/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES:ORDRE DE COMMANDE N°2015-058 POUR PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BINGO 1 842 978F,"PRESTATION DE SERVICE, NETTOYAGE, DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",2015,,NON,DESTRUCTION
05065,1407/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°- POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BOBO 1 148 533F,"PRESTATION DE SERVICE, GARDIENNAGE, MKS, PRM",(ORDRE DE COMMANDE ),2015,,NON,DESTRUCTION
05066,1408/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-059 POUR LA PRESTATION DE SERVICE DE GARDIANNAGE AU PROFIT DE BOBO 1 148 533F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BOBO, MKS, PRM",(ORDRE DE COMMANDE),2015,,NON,DESTRUCTION
05067,1409/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: MARCHE N°2015-064 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BINGO LOT2 1 842 978F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",2015,,NON,DESTRUCTION
05068,1410/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-065 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BOBO 1 148 533F,"COMMANDE, PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BOBO, MKS",(ORDRE DE COMMANDE),2015,,NON,DESTRUCTION
05069,1411/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE 2015-066 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE LA DIRECTION GENERALE 1 555 547F,"COMMANDE, PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE",(ORDRE DE SERVICE),2015,,NON,DESTRUCTION
05070,1412/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-01 POUR LA MAINTENANCE TRIMESTRIELLE DES EQUIPEMENT TELECOM ET RESEAUX 2 802 500F,"MAINTENANCE, EQUIPEMENT TELECOM ET RESEAUX, ALINK TELECOM, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",2015,,NON,DESTRUCTION
05071,1413/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE POUR LA MAINTENANCE TRIMESTRIELLE DES EQUIPEMENTS TELECOM ET RESEAUX 2 802 500F,"MAINTENANCE, EQUIPEMENT TELECOM ET RESEAU, ALINK TELECOM, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",AVRIL A JUIN 2015,,NON,DESTRUCTION
05072,1414/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-03 POUR LA MAINTENANCE TRIMESTRIELLE DES EQUIPEMENTS TELECOM ET RESEAUX 2 802 500F,"MAINTENANCE, EQUIPEMENT TELECOM ET RESEAUX, ALINK TELECOM, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JUILLET A SEPTEMBRE 2015,,NON,DESTRUCTION
05073,1415/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-04 POUR LA MAINTENANCE TRIMESTRIELLE DES EQUIPEMENTS TELECOM ET RESEAUX 2 802 500F,"MAINTENANCE, EQUIPEMENT TELECOM RESEAUX, ALINK TELECOM, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",OCTOBRE A DECEMBRE 2015,,NON,DESTRUCTION
05074,1416/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-042 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, M'ZAKA, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JANVIER 2015,,NON,DESTRUCTION
05075,1417/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-045 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION GENERALE LOT1 1 555 547F,"PRETATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, M'ZAKA, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",FEVRIER 2015,,NON,DESTRUCTION
05076,1418/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-048 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",MARS 2015,,NON,DESTRUCTION
05077,1419/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-051 PÖUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",AVRIL 2015,,NON,DESTRUCTION
05078,1420/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-052 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION DU DEPOT DE BINGO 1 842 978F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION DU DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",AVRIL 2015,,NON,DESTRUCTION
05079,1421/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-053 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION DE BOBO 1 148 533F,"PRETATION DE SERVICE, GARDIENNAGE, DIRECTION DU DEPOT DE BOBO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",AVRIL 2015,,NON,DESTRUCTION
05080,1422/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-054 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",MAI 2015,,NON,DESTRUCTION
05081,1423/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES:ORDRE DE COMMANDE N°2015-055 POUR LA PRESTATIONDE SERVICE DE GARDIENNAGE DE LA DIRECTION DU DEPOT DE BINGO,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION DU DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",MAI 2015,,NON,DESTRUCTION
05082,1424/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-056 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE DE LA DIRECTION DU DEPOT DE BOBO 1 148 533F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION DU DEPOT DE BOBO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",MAI 2015,,NON,DESTRUCTION
05083,1425/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N° 2015-057 POUR LES PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JUIN 2015,,NON,DESTRUCTION
05084,1426/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-067 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DU DEPOT DE BINGO 1 842 978F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",SEPTEMBRE 2015,,NON,DESTRUCTION
05085,1427/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-068 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BOBO 1 148 533F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BOBO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",SEPTEMBRE 2015,,NON,DESTRUCTION
05086,1428/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-069 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",OCTOBRE 2015,,NON,DESTRUCTION
05087,1429/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-070 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DU DEPOT DE BINGO 1 842 978F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",OCTOBRE 2015,,NON,DESTRUCTION
05088,1430/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-071 POUR LA PRESTATIONDE SERVICE DE GARDIENNAGE AU PROFIT DE BOBO 1 148 533F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BOBO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",OCTOBRE 2015,,NON,DESTRUCTION
05089,1431/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-72 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE LA DIRECTION GENERALE 1 555 547F,"PTRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",NOVEMBRE 2015,,NON,DESTRUCTION
05090,1432/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMMANDE N°2015-073 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BINGO LOT2 1 842 978F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",NOVEMBRE 2015,,NON,DESTRUCTION
05091,1433/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-074 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE BOBO 1 148 533F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BOBO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",NOVEMBRE 2015,,NON,DESTRUCTION
05092,1434/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-075 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DE LA DIRECTION GENERALE 1 555 547F,"PRESTATION DE SERVICE, GARDIENNAGE, DIRECTION GENERALE, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",DECEMBRE 2015,,NON,DESTRUCTION
05093,1435/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N° 2015-076 POUR LA PRESTATION DE SERVICE DE GARDIENNAGE AU PROFIT DU DEPOT DE BINGO LOT2 1 842 978F,"PRESTATION DE SERVICE, GARDIENNAGE, DEPOT DE BINGO, MKS, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",DECEMBRE 2015,,NON,DESTRUCTION
05094,1436/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-002 POUR LE NETTOYAGE DE LA DIRECTION DE BINGO DU 01/01 AU 31/052015 2 804 210F,"NETTOYAGE, DIRECTION DE BINGO, BEAU, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JANVIER A MAI 2015,,NON,DESTRUCTION
05095,1437/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-001 NETTOYAGE DE LA DIRECTION DE BINGO DU 01/01 AU 31/05/2016 2 383 290F,"NETTOYAGE, DIRECTION DE BINGO, BEAU, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JANVIER A MAI 2016,,NON,DESTRUCTION
05096,1438/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDE N°2015-003 POUR LE NETTOYAGE DE LA DIRECTION DE BOBO DU 01/06 AU 31/08/2015 1 429 974F,"NETTOYAGE, DIRECTION DE BOBO, BEAU, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JUIN A AOUT 2015,,NON,DESTRUCTION
05097,1439/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ORDRE DE COMMANDEN°2015-004 POUR LE NETTOYAGE DE LA DIRECTION DU DEPOT DE BINGO DU 01/06 AU 31/08/2015 1 682 526F,"NETTOYAGE, DEPOT DE BINGO, BEAU, PRM","(ORDRE DE COMMANDE, FACTURE PROFORMA)",JUIN A AOUT 2015,,NON,DESTRUCTION
05098,1440/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: ETAT DE PRISE EN CHARGE DES MEMBRES DE LA COMMISSION D'ATTRIBUTION DES MARCHES,"PRISE EN CHARGE, COMMISSION D'ATTRIBUTION DES MARCHES, PRM",(ETAT ),2013,,NON,DESTRUCTION
05099,1441/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PROPOSITION N°003/2014 POUR LA SELECTION D'UN CABINET CONSEIL POUR UNE ASSISTANCE FISCALE AU PROFIT DE LA SONABHY,"CABINET CONSEIL, ASSISTANCE FISCALE, PRM",(DEMANDE DE PROPOSITION),2014,,NON,DESTRUCTION
05100,1442/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PRIX N°2014/008 A L'ORDRE DE COMMANDE POUR LA MAINTENANCE DU PARC INFORMATIQUE AU PROFIT DE LA SONABHY,"MAINTENANCE, PARC INFORMATIQUE, PRM",(DEMANDE DE PRIX),2014,,NON,DESTRUCTION
05101,1443/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: APPEL D'OFFRES N°2014-011 POUR L'ACQUISITION DE COMMABLES DE LABORATOIRE AU PROFIT DE LA SONABHY BINGO,"CONSOMMABLE DE LABORATOIRE, DEPOT DE BINGO",(APPEL D'OFFRES),2014,,NON,DESTRUCTION
05102,1444/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: APPEL D'OFFRES N°2014-012 POUR L'ACQUISITION D'UN ANALYSEUR DE MICRO-DISTILLATION AU PROFIT DE LA SONABHY BINGO,"ANALYSEUR MICRO-DISTILLATION, DEPOT DE BINGO, PRM",(APPEL D'OFFRES),2014,,NON,DESTRUCTION
05103,1445/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: APPEL D'OFFRES POUR L'ACQUISITION D'EQUIPEMENT INFORMATIQUE AU PROFIT DE LA SONABHY,"EQUIPEMENT INFORMATIQUE, PRM",(APPEL D'OFFRES ),2014,,NON,DESTRUCTION
05104,1446/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: APPEL D'OFFRES N°2014-010 POUR DES PRESTATIONS D'ENTRETIEN REGLEMENTAIRE DE LA CUVE DE GASOIL (60m3) AU PROFIT DE BINGO,"ENTRETIEN REGLEMENTAIRE, CUVE DE GASOIL, PRM",(APPEL D'OFFRES),2014,,NON,DESTRUCTION
05105,1447/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PROPOSITION N°001/2014 POUR LA SELECTION D'UN CABINET POUR L'EXECUTION DES PRESTATIONS DE COMMISSAEIAT AUX COMPTES AU PROFIT DE LA SONABHY,"CABINET, COMMISSARIAT AUX COMPTES, PRM",(DEMANDE DE PROPOSITION ),2014,,NON,DESTRUCTION
05106,1448/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PROPOSITION N°004/2014 POUR LA SELECTION D'UN CABINET POUR LE SUIVI ET LA SUPERVISION DES TRAVAUX DE CONSTRUCTION D'UN DEPOT GPL AU PROFIT DE LA SONABHY A PENI,"CABINET, TRAVAUX DE CONSTRUCTION, DEPOT GPL, COMMUNE DE PENI, PRM",(DEMANDE DE PROPOSITION ),2014,,NON,DESTRUCTION
05107,1449/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PRIX N°2014/012 POUR LA FOURNITURE ET INSTALLATION D'UN MONTE CHARGE DANS LE BATIMENT DES ARCHEIVES ET DE LA DOCUMENTATION DU SIEGE,"MONTE CHARGE, BATIMENT DES ARCHIVES ET LA DOCUMENTATION, PRM",(DEMANDE DE PRIX ),2014,,NON,DESTRUCTION
05108,1450/GRM,"TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PRIX N°2014/010 POUR ACQUISITION DE TROIS (03) DETECTEURS DE GAZ, DE DEUX (02) MELANGES ETALON0.9C4H10 AIN ET DEUX EXPLOSIMETRE ANTIDEFLAGRANT","DETECTEUR DE GAZ, MELANGE ETALON, EXPLOSIMETRE ANTI DEFLAGRANT, PRM",(DEMANDE DE PRIX),2014,,NON,DESTRUCTION
05109,1451/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PRIX N°2014-013 POUR LA FOURNITURE ET POSE DE CLOTURE GRILLAGEE AU PROFIT DE LA SONABHY BINGO,"CLOTURE GRILLAGEE, PRM",(DEMANDE DE PRIX),2014,,NON,DESTRUCTION
05110,1452/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PROPOSITION N°2014-001 POUR AUDIT COMPTABLE ET FINANCIER DE LA SONABHY,"AUDIT COMPTABLE ET FINANCIER, PRM",(DEMANDE DE PROPOSITION),2014,,NON,DESTRUCTION
05111,1453/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES:APPEL D'OFFRES N°2014-008 POUR LOCATION GERANCE DU RESTAURANT DU DEPOT DE BINGO,"LOCATION GERANCE RESTAURANT, DEPOT DE BINGO, PRM",(APPEL D'OFFRES),2014,,NON,DESTRUCTION
05112,1454/GRM,TITRE/DOSSIER : ACAHT DES BIENS ET SERVICES: APPEL D'OFFRES 2014-001 POUR LES TRAVAUX D'AMENAGEMENT DE LA DEVANTURE DU SIEGE DE LA SONABHY (COTE SUD),"TRAVAUX D'AMENAGEMENT, DEVANTURE DU SIEGE, PRM",(APPEL D'OFFRES),2014,,NON,DESTRUCTION
05113,1455/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: DEMANDE DE PRIX 2013-08 POUR ACQUISITION DE RADIOS PORTATIFS AU PROFIT DU DEPOT DE BINGO,"RADIO PORTATIF, DEPOT DE BINGO, PRM",(DEMANDE DE PRIX),2013,,NON,DESTRUCTION
05114,1456/GRM,TITRE/DOSSIER : ACHAT DES BIENS ET SERVICES: APPEL D'OFFRES 2014-005 POUR LES PRESTATIONS D'ASSEMBLAGE DE TROIS CENT(300) KITS DE PALETTES DE BOUTEILLES DE 6KG DE GAZ,"PRESTATION D'ASSEMBLAGE, KIT DE PALETTE DE BOUTEILLE DE 6KG DE GAZ, PRM, DEPOT DE BINGO",(APPEL D'OFFRES),2014,,NON,DESTRUCTION
