ID,Code,Titre_dossier,CONTENU,Analyse_diplomatique,DATE,Numeros_pieces,OBSERVATIONS,Passage_GED,Base_GED,Sort_final
03608,0367/SM,Lettre de commande n° 15/2006,"COMMANDE, MACHINE A ECRIRE MQ, WOKANA ASSISTANCE , MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2006,,,,,
03609,0368/SM,Lettre de commande n° 16/2006,"COMMANDE, MISE A JOUR ANTIVIRUS KASPRESKY, INTRAPOLE , MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2006,,,,,
03610,0369/SM,Lettre de commande n° 17/2006,"COMMANDE, MATERIEL DE PROTECTION, ADAM'S , MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03611,0370/SM,Lettre de commande n° 18/2006,"COMMANDE, THERMOGRAPHIE-CONTROLE REGLEMENTAIRE-ANALYSE VIBRATOIRE, APAVE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03612,0371/SM,Lettre de commande n° 19/2006,"COMMANDE, MATERIEL INCENDIE, DIACFA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, OFFRE)",2006,,,,,
03613,0372/SM,Lettre de commande n° 20/2006,"COMMANDE, PLOMB ET FILS PERLES, NOCA INTERNATIONAL, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03614,0373/SM,Lettre de commande n° 21/2006,"COMMANDE, MOBILIER DE BUREAU, ADAM'S, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03615,0374/SM,Lettre de commande n° 22/2006,"COMMANDE, MOBILIER DE BUREAU, ETS ZONGO, MATERIEL, SONABHY","(CONTRAT, FACTURE, PROCES VERBAL)",2006,,,,,
03616,0375/SM,Lettre de commande n° 23/2006,"COMMANDE, TELEPHONE FIXE ADF, TELEPHONIE D'AFRIQUE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03617,0376/SM,Lettre de commande n° 24/2006,"COMMANDE, FOURNITURE ET POSE DE CLIMATISEURS, MEGAMONDE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, ATTESTATION, OFFRE)",2006,,,,,
03618,0377/SM,Lettre de commande n° 25/2006,"COMMANDE, MATERIEL INFORMATIQUE, SAMWELL, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2006,,,,,
03619,0378/SM,Lettre de commande n° 26/2006,"COMMANDE, CONSOMMABLE INFORMATIQUE '' LISTING FACTURE'', GIB-CACI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03620,0379/SM,Lettre de commande n° 27/2006,"COMMANDE, FLEXIBLE DE DEPOTAGE DE JONCTION DOUBLE ET DE PATE DETECTRICE, ECOMI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, OFFRE)",2006,,,,,
03621,0380/SM,Lettre de commande n° 28/2006,"COMMANDE, ENSEIGNE LUMINEUSE, SYNERGIE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2006,,,,,
03622,0381/SM,Lettre de commande n° 29/2006,"COMMANDE, MATERIEL INFORMATIQUE, PROMO-COM, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2006,,,,,
03623,0382/SM,Lettre de commande n° 30/2006,"COMMANDE, CONSOMMABLE INFORMATIQUE, YI-HIEN, MATERIEL, SONABHY","(FACTURE, CORRESPONDANCE, ATTESTATION)",2006,,ANNULE,,,
03624,0383/SM,Lettre de commande n° 31/2006,"COMMANDE, FORMATION, PERFECTUM AFRIQUE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2006,,,,,
03625,0384/SM,Lettre de commande n° 32/2006,"COMMANDE, BABFTERIE ONDULEUR LIBERT HINET, BURKINA REGULATION, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2006,,,,,
03626,0385/SM,Lettre de commande n° 33/2006,"COMMANDE, REPRISE PEINTURE ANCIEN BABFIMENT, SOL CONFORT ET DECOR, MATERIEL, SONABHY","(CONTRAT, FACTURE, PROCES VERBAL, OFFRE, AVENANT)",2006,,,,,
03627,0386/SM,Lettre de commande n° 34/2006,"COMMANDE, TABLES + CHAISES, ADAM'S, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03628,0387/SM,Lettre de commande n° 35/2006,"COMMANDE, ARTICLE PUBLICITAIRE, LA VOGUE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03629,0388/SM,Lettre de commande n° 36/2006,"COMMANDE, ARTICLE PUBLICITAIRE, BADIAL, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03630,0389/SM,Lettre de commande n° 37/2006,"COMMANDE, MATERIEL ELECTRIQUE, ECOMI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03631,0390/SM,Lettre de commande n° 38/2006,"COMMANDE, LAMPE ADF, ECOMI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, OFFRE)",2006,,,,,
03632,0391/SM,Lettre de commande n° 39/2006,"COMMANDE, COMPTEUR ELECTRONIQUE, CECOMA, MATERIEL, SONABHY","(CONTRAT, CORRESPONDANCE, OFFRE)",2006,,,,,
03633,0392/SM,Lettre de commande n° 40/2006,"COMMANDE, TRAVAUX DE MISE A JOUR DES PLANS DU DEPOT, EERI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03634,0393/SM,Lettre de commande n° 41/2006,"COMMANDE, MATERIEL DE COMMUNICATION, ISEC, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03635,0394/SM,Lettre de commande n° 43/2006,"COMMANDE, COPIEUR CANON, DIACFA, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2006,,,,,
03636,0395/SM,Lettre de commande n° 45/2006,"COMMANDE, LISTING '' BORDEREAU DE LIVRAISON'', GIB-CACI, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2006,,,,,
03637,0396/SM,Lettre de commande n° 46/2006,"COMMANDE, FOURNITURE DE BUREAU, DICKO HAMMADOUN, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2006,,,,,
03638,0397/SM,Lettre de commande n° 47/2006,"COMMANDE, REFECTION, MERLON, DALLES CANIVEAUX, GECI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03639,0398/SM,Lettre de commande n° 48/2006,"COMMANDE, CONSTRUCTION LATRINES BINGO, EORF, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2006,,,,,
03640,0399/SM,Lettre de commande n° 49/2006,"COMMANDE, CABLAGE SERVICE GAZ, BURKINA REGULATION, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, OFFRE)",2006,,,,,
03641,0400/SM,Lettre de commande n° 50/2006,"COMMANDE, ETUDE VIH SIDA, SERSAP, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, COMPTE RENDU, OFFRE)",2006,,,,,
03642,0401/SM,Lettre de commande n° 51/2006,"COMMANDE, REVISION VEHICULE MINISTERE, CFAO BURKINA, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2006,,,,,
03643,0402/SM,Marché n° 01/2006,"MARCHE, SONORISATION SALLE DE CONFERENCE, CFAO TECHNOLOGIES, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2006,,,,,
03644,0403/SM,Marché n° 02/2006,"MARCHE, MODIFICATION TECHNIQUE DES LIGNES DE LIVRAISON AU PRODUIT BLANC, EERI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2006,,,,,
03645,0404/SM,Marché n° 03/2006,"MARCHE, CONSOMMABLE GAZ, STEA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, BORDEREAU DE LIVRAISON, DEVIS)",2006,,,,,
03646,0405/SM,Marché n° 04/2006,"MARCHE, ELECTROPOMPE ET ENSEMBLE DE COMPTAGE, COBUTAM, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, FICHE TECHNIQUE)",2006,,,,,
03647,0406/SM,Marché n° 05/2006,"MARCHE, VEHICULE INCENDIE, PPI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, AVIS D'APPEL D'OFFRE, OFFRE)",2006,,,,,
03648,0407/SM,Marché n° 06/2006,"MARCHE, MATERIEL INFORMATIQUE, DATASYS, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, AVIS D'APPEL D'OFFRE, OFFRE)",2006,,,,,
03649,0408/SM,Marché n° 07/2006,"MARCHE, ACTUALISATION CONTRAT OSL, DATASYS, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03650,0409/SM,Marché n° 08/2006,"MARCHE, MINI CAR MUTRA, CFAO BURKINA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, ATTESTATION, LETTRE D'ENGAGEMENT, DOCUMENTS ADMINISTRATIFS)",2006,,,,,
03651,0410/SM,Marché n° 09/2006,"MARCHE, MATERIEL INFORMATIQUE, SOFNET, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2006,,,,,
03652,0411/SM,Marché n° 10/2006,"MARCHE, FORMATION AU BUDGET PROGRAMME, CEFIR, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03653,0412/SM,Marché n° 11/2006,"MARCHE, TELESURVEILLANCE, CMTL, MATERIEL, SONABHY","(CONTRAT, FACTURE, PROCES VERBAL)",2006,,,,,
03654,0413/SM,Marché n° 12/2006,"MARCHE, GADGET DE LUXE, BADIAL, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2006,,,,,
03655,0414/SM,Marché n° 13/2006,"MARCHE, GROUPE ELECTROGENE, BURKINA EQUIPEMENT, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, AVIS D'APPEL D'OFFRE, OFFRE)",2006,,,,,
03656,0415/SM,Marché n° 14/2006,"MARCHE, ARTICLE PUBLICITAIRE, OZONE, MATERIEL, SONABHY","(CONTRAT, FACTURE, DEVIS, CORRESPONDANCE, DOSSIER DE CONSULTATION RESTREINTE)",2006,,,,,
03657,0416/SM,Marché n° 15/2006,"MARCHE, SYSTEME D'ALERTE SIRENE, PPI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, ATTESTATION, OFFRE)",2006,,,,,
03658,0417/SM,Lettre de commande n° 01/2007,"COMMANDE, MISE A JOUR DES FIREWALLS ET ANTIVIRUS, INTRAPOLE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03659,0418/SM,Lettre de commande n° 02/2007,"COMMANDE, CONSOMMABLE INFORMATIQUE, ALLIANCE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, ATTESTATION)",2007,,,,,
03660,0419/SM,Lettre de commande n° 03/2007,"COMMANDE, INSTALLATION DE LIGNE SPECIALISEE INTERNET A BINGO, ONATEL, MATERIEL, SONABHY","(CONTRAT, FACTURE, DEVIS, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03661,0420/SM,Lettre de commande n° 04/2007,"COMMANDE, ETUDE DES TRAVAUX DE JONCTION DES DEUX BABFIMENTS DU SIEGE, BUREAU D'ETUDE L'ESPACE, MATERIEL, SONABHY","(CONTRAT, FACTURE, DEVIS)",2007,,,,,
03662,0421/SM,Lettre de commande n° 05/2007,"COMMANDE, EQUIPEMENT BUREAU DC, ADAM'S, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03663,0422/SM,Lettre de commande n° 06/2007,"COMMANDE, MISE A JOUR ANTIVIRUS, INTRAPOLE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03664,0423/SM,Lettre de commande n° 07/2007,"COMMANDE, REVISION TOYOTA, CFAO, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03665,0424/SM,Lettre de commande n° 08/2007,"COMMANDE, EQUIPEMENT BUREAU DC, ZONGO YE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03666,0425/SM,Lettre de commande n° 09/2007,"COMMANDE, ARMOIRE DE BRASSAGE, CFAO TECHNOLOGIE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03667,0426/SM,Lettre de commande n° 10/2007,"COMMANDE, PRODUIT D'ENTRETIEN, SANKARA SAIDOU, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03668,0427/SM,Lettre de commande n° 11/2007,"COMMANDE, FOURNITURE DE BUREAU, ETS KONSEIGA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03669,0428/SM,Lettre de commande n° 12/2007,"COMMANDE, VNP, INTRAPOLE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03670,0429/SM,Lettre de commande n° 13/2007,"COMMANDE, MATERIEL DE COUCHAGE, SM TEEGA WENDE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03671,0430/SM,Lettre de commande n° 14/2007,"COMMANDE, FORMATION MICROSOFT, SOFNET, MATERIEL, SONABHY","(CONTRAT, FACTURE, PROCES VERBAL)",2007,,,,,
03672,0431/SM,Lettre de commande n° 15/2007,"COMMANDE, REPARATION TOYOTA, GARAGE DU GOLF, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03673,0432/SM,Lettre de commande n° 16/2007,"COMMANDE, CHAUSSURE, STEA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANDE, OFFRE)",2007,,,,,
03674,0433/SM,Lettre de commande n° 17/2007,"COMMANDE, MATERIEL DE PROTECTION, ADAM'S, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANDE, PROCES VERBAL)",2007,,,,,
03675,0434/SM,Lettre de commande n° 18/2007,"COMMANDE, CLES FLEXIBLES-REDUCTEURS, DIACFA, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03676,0435/SM,Lettre de commande n° 19/2007,"COMMANDE, PLOMBS & FILS PERLES, NOCA INTERNATIONAL, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03677,0436/SM,Lettre de commande n° 20/2007,"COMMANDE, ROBINETS ET BOITES A CLAPET, BARNIM, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, BORDEREAU DE LIVRAISON)",2007,,,,,
03678,0437/SM,Lettre de commande n° 21/2007,"COMMANDE, CITRENE SUR ROUE, SGGI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03679,0438/SM,Lettre de commande n° 22/2007,"COMMANDE, RADIO COMMUNICATION, PPI, MATERIEL, SONABHY","(CONTRAT, FACTURE, DEVIS)",2007,,,,,
03680,0439/SM,Lettre de commande n° 23/2007,"COMMANDE, FOURCHES ET PNEUS, BURKINA EQUIPEMENT, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03681,0440/SM,Lettre de commande n° 24/2007,"COMMANDE, FENETRES PERSIENNES, COGEBABF, MATERIEL, SONABHY","(CONTRAT, FACTURE, DEVIS)",2007,,,,,
03682,0441/SM,Lettre de commande n° 27/2007,"COMMANDE, COMMANDE LIASSE ''BON POUR'' , IMPRIMERIE AVENIR, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03683,0442/SM,Lettre de commande n° 28/2007,"COMMANDE, CONSOMMABLE INFORMATIQUE , SALEM, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03684,0443/SM,Lettre de commande n° 29/2007,"COMMANDE, ENCRE INFORMATIQUE , YI HIEN, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, OFFRE, BORDEREAU DE LIVRAISON)",2007,,,,,
03685,0444/SM,Lettre de commande n° 30/2007,"COMMANDE, LISTING INFORMATIQUE , IMPRIMERIE AVENIR, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03686,0445/SM,Lettre de commande n° 31/2007,"COMMANDE, REFECTION, EX SHELL GOUNGHIN, ETS YAMEOGO & FRERES, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, DEVIS)",2007,,,,,
03687,0446/SM,Lettre de commande n° 32/2007,"COMMANDE, ENSIGNE LUMINEUSE, SYNERGIE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03688,0447/SM,Lettre de commande n° 33/2007,"COMMANDE, MOBILIER DE BUREAU, GENERALE EBENISTERIE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03689,0448/SM,Lettre de commande n° 34/2007,"COMMANDE, PAGE QUADRI INSERTION PUBLICITAIRE, ORION EDITION, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03690,0449/SM,Lettre de commande n° 35/2007,"COMMANDE, FORMATION SECRETAIRE, PERFECTUM AFRIQUE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03691,0450/SM,Lettre de commande n° 36/2007,"COMMANDE, TRAVAUX DE REDEPLOIEMENT D'UNE INFRASTRUCTURE RESEAU MICROSOFT, SOFNET, MATERIEL, SONABHY","(CONTRAT, CORRESPONDANCE)",2007,,,,,
03692,0451/SM,Lettre de commande n° 37/2007,"COMMANDE, CAMPAGNE PROMOTIONNELLE, SAVANE FM, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03693,0452/SM,Lettre de commande n° 38/2007,"COMMANDE, SERVEUR HP ET ECRAN PLAT, SOFNET, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03694,0453/SM,Lettre de commande n° 39/2007,"COMMANDE, AFFICHE PUBLICITAIRE, INTER IMAGES, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03695,0454/SM,Lettre de commande n° 40/2007,"COMMANDE, MIGRATION DOCUBASE, ISI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03696,0455/SM,Lettre de commande n° 41/2007,"COMMANDE, ASSISTANCE A L'ETALONNAGE DES COMPTEURS SAPHIR, COBUTAM, MATERIEL, SONABHY","(CONTRAT, FACTURE, RAPPORT)",2007,,,,,
03697,0456/SM,Lettre de commande n° 42/2007,"COMMANDE, BARRIERES ELECTRIQUES, PPI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, PROCES VERBAL, OFFRE)",2007,,,,,
03698,0457/SM,Lettre de commande n° 43/2007,"COMMANDE, PANNEAUX DE SIGNALISATION, SUPPORT PUB, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, ATTESTATION, OFFRE)",2007,,,,,
03699,0458/SM,Lettre de commande n° 44/2007,"COMMANDE, NETTOYEURS HAUTE PRESSION, ECOMI, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03700,0459/SM,Lettre de commande n° 45/2007,"COMMANDE, BADGES BINGO, BURKINA REGULATION, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03701,0460/SM,Lettre de commande n° 46/2007,"COMMANDE, SYSTEME D'AERATION LOCAL GROUPE BINGO, EERI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, ATTESTATION)",2007,,,,,
03702,0461/SM,Lettre de commande n° 47/2007,"COMMANDE, CONTROLE INSTALLATION ELECTRIQUE BABFIMENT BINGO, APAVE, MATERIEL, SONABHY","(CONTRAT, FACTURE, OFFRE)",2007,,,,,
03703,0462/SM,Lettre de commande n° 48/2007,"COMMANDE, PRODUIT D'ENTRETIEN, LA COLOMBE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03704,0463/SM,Lettre de commande n° 49/2007,"COMMANDE, FOURNITURE DE BUREAU, GTF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03705,0464/SM,Lettre de commande n° 50/2007,"COMMANDE, SYSTEME DE CONTROLE D'ACCES AUX SALLES SERVEURS, DIM BURKINA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03706,0465/SM,Lettre de commande n° 51/2007,"COMMANDE, IMPRESSION PLAQUETTE, ACTUALITE, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03707,0466/SM,Lettre de commande n° 52/2007,"COMMANDE, REPARATION TOYOTA, GARAGE CTA, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03708,0467/SM,Lettre de commande n° 53/2007,"COMMANDE, ACCESSOIRE INFORMATIQUE, DIM BURKINA, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03709,0468/SM,Lettre de commande n° 54/2007,"COMMANDE, FORMATION & DOCUMENTATION RESPONSABLES, PERFECTUM AFRIQUE, MATERIEL, SONABHY","(ORDRE DE SERVICE, FACTURE)",2007,,PAS DE CONTRAT,,,
03710,0469/SM,Lettre de commande n° 55/2007,"COMMANDE, COCKTAIL PRESENTATION FILM, PROXIMA, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03711,0470/SM,Lettre de commande n° 56/2007,"COMMANDE, ETANCHEITE BABFIMENT COMPTABILITE, SOL CONFORT & DECOR, MATERIEL, SONABHY","(CONTRAT, DEVIS, CORRESPONDANCE)",2007,,,,,
03712,0471/SM,Lettre de commande n° 57/2007,"COMMANDE, FORMATION ADMINISTRATEUR NETASQ, INTRAPOLE, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03713,0472/SM,Lettre de commande n° 58/2007,"COMMANDE, PANIER FILTRANT, COBUTAM, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03714,0473/SM,Lettre de commande n° 59/2007,"COMMANDE, REPARATION CARTE CPU, COBUTAM, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03715,0474/SM,Lettre de commande n° 60/2007,"COMMANDE, ORDINATEUR PORTABLE, SOFNET, MATERIEL, SONABHY","(CONTRAT, FACTURE, OFFRE)",2007,,,,,
03716,0475/SM,Lettre de commande n° 61/2007,"COMMANDE, REPARATION DE CABLE ET REMPLACEMENT DE LA BJ TELEPHONE, EERI-BF, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, DEVIS)",2007,,,,,
03717,0476/SM,Lettre de commande n° 63/2007,"COMMANDE, TEE-SHIRTS & BANDEROLES, SI WEND KONTA, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE)",2007,,,,,
03718,0477/SM,Lettre de commande n° 64/2007,"COMMANDE, LOCATION ESPACE PANNEAUX, INTER IMAGES, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03719,0478/SM,Lettre de commande n° 65/2007,"COMMANDE, CONSOMMABLES INFORMATIQUES, SALEM GROUP, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03720,0479/SM,Lettre de commande n° 66/2007,"COMMANDE, MATERIELS INFORMATIQUES, SAMWELL ELECTRONICS, MATERIEL, SONABHY","(CONTRAT, FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03721,0480/SM,Lettre de commande n° 67/2007,"COMMANDE, GADGETS PUBLICITAIRES, VISION PUB, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03722,0481/SM,Lettre de commande n° 68/2007,"COMMANDE, GADGETS PUBLICITAIRES, BELEM H, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03723,0482/SM,Lettre de commande n° 69/2007,"COMMANDE, GADGETS PUBLICITAIRES, VISION PUB, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03724,0483/SM,Lettre de commande n° 70/2007,"COMMANDE, GADGETS PUBLICITAIRES, BELEM H, MATERIEL, SONABHY","(CONTRAT, FACTURE)",2007,,,,,
03725,0484/SM,Lettre de commande n° 71/2007,"COMMANDE, GADGETS PUBLICITAIRES, BAOBAB, MATERIEL, SONABHY","(ORDRE DE SERVICE, FACTURE)",2007,,PAS DE CONTRAT,,,
03726,0485/SM,Lettre de commande n° 72/2007,"COMMANDE, GADGETS PUBLICITAIRES, ADAM'S, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, COMPTE RENDU)",2007,,,,,
03727,0486/SM,Lettre de commande n° 73/2007,"COMMANDE, GADGETS PUBLICITAIRES, VISION PUB, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE)",2007,,,,,
03728,0487/SM,Lettre de commande n° 74/2007,"COMMANDE, MODIFICATION TUYAUTERIE POSTE DE CHARGEMENT, EERI-BF, MATERIEL, SONABHY","(CONTRAT , FACTURE, DEVIS, PROCES VERBAL)",2007,,,,,
03729,0488/SM,Lettre de commande n° 75/2007,"COMMANDE, PIECE DE RECHANGE GROUPE ELECTROGENE, PPI-BF, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE)",2007,,,,,
03730,0489/SM,Lettre de commande n° 77/2007,"COMMANDE, SALON DC, ZONGO YE, MATERIEL, SONABHY","(CONTRAT , FACTURE, PROCES VERBAL)",2007,,,,,
03731,0490/SM,Lettre de commande n° 78/2007,"COMMANDE, TRAVAUX DE REORGANISATION MAINTENANCE BINGO, DIALLO MOUSSA, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, RAPPORT)",2007,,,,,
03732,0491/SM,Lettre de commande n° 79/2007,"COMMANDE, MOBILIER DE BUREAU, AMOLUXE, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03733,0492/SM,Lettre de commande n° 80/2007,"COMMANDE, PRODUIT D'ENTRETIEN, SM TEEGA WENDE, MATERIEL, SONABHY","(CONTRAT , FACTURE)",2007,,,,,
03734,0493/SM,Lettre de commande n° 81/2007,"COMMANDE, BADGES PERSONNEL & VISITEURS, ACCENT SUD, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE)",2007,,,,,
03735,0494/SM,Lettre de commande n° 82/2007,"COMMANDE, MATERIEL DE BUREAU, BENADIS, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, OFFRE)",2007,,,,,
