ref,cote,titre,contenu,analyse_diplomatique,date
0786,0126/CJ,CONTRAT D'APPROVISIONNEMENT EN PRODUITS PETROLIERS : SONABHY ET TAMOIL OVERSEAS LIMITED DU 13 OCTOBRE 2000,"APPROVISIONNEMENT, PRODUIT PETROLIER, SONABHY, TAMOIL.",(CONTRAT),"13. OCTOBRE, 2000. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0787,0127/CJ,CONTRAT DE TIERCE DETENTION : SIR / BEN&CO ET BICIM DU 29 JUILLET 1999,"SIR, BEN&CO, BICIM, DETENTION, PRODUIT PETROLIER.",(CONTRAT),"29. JUILLET, 1999. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0788,0128/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET KABORE AZIZI DU 14 JUIN 2010,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KABORE AZIZI.",(CONTRAT),"14. JUIN, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0789,0129/CJ,AVENANT N°05 AU CONTRAT DE BAIL DE LA RESIDENCE : SONABHY ET FMI DU 27 AVRIL 2010,"BAIL, RESIDENCE, SONABHY, FONDS MONETAIRE INTERNATIONAL, AVENANT.",(CONTRAT),"27. AVRIL, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0790,0130/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE POUR RATTRAPAGE DES RECEPTIONS : SONABHY ET KABORE ANTOINE DE PADOU DU 21 JUIN 2010,"TRAVAIL, RATTRAPAGE, RECEPTION, SONABHY, KABORE ANTOINE DE PADOU.",(CONTRAT),"21. JUIN, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0791,0131/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE POUR RATTRAPAGE DES RECEPTIONS : SONABHY ET BENON MARCELIN DU 24 JUIN 2010,"TRAVAIL, RATTRAPAGE, RECEPTION, SONABHY, BENON MARCELIN.",(CONTRAT),"21. JUIN, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0792,0132/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE POUR RATTRAPAGE DES RECEPTIONS : SONABHY ET OUEDRAOGO TIPOKO ODETTE DU 21 JUIN 2010,"TRAVAIL, RECEPTION, RATTRAPAGE, SONABHY, OUEDRAOGO TIPOKO ODETTE.",(CONTRAT),"21. JUIN, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : ARCHIVAGE DEFINITIF."
0793,0133/CJ,CONTRAT D'ENTRETIEN DES CLIMATISEURS : SONABHY ET CFAO TECHNOLOGIES DU 27 AVRIL 2010,"ENTRETIEN, SONABHY, CFAO TECHNOLOGIES, CLIMATISEUR.",(CONTRAT),"27. AVRIL, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0794,0134/CJ,CONTRAT D'ENTRETIEN COMPLET : PHOTOCOPIEUR SHARP AR 250 SERIE 10500015 : SONABHY ET CFAO TECHNOLOGIES DU 11 MARS 2010,"ENTRETIEN, SONABHY, CFAO TECHNOLOGIES, PHOTOCOPIEUR SHARP.",(CONTRAT),"11. MARS, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0795,0135/CJ,CONTRAT D'ENTRETIEN COMPLET : PHOTOCOPIEUR SHARP AR M 351 USF SERIE 55030338 : SONABHY ET CFAO TECHNOLOGIES DU 11 MARS 2010,"ENTRETIEN, SONABHY, CFAO TECHNOLOGIES, PHOTOCOPIEUR SHARP.",(CONTRAT),"11. MARS, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0796,0136/CJ,CONTRAT D'ENTRETIEN COMPLET : PHOTOCOPIEUR SHARP AR M 351 USF SERIE 55030318  : SONABHY ET CFAO TECHNOLOGIES DU 11 MARS 2010,"ENTRETIEN, SONABHY, CFAO TECHNOLOGIES, PHOTOCOPIEUR SHARP.",(CONTRAT),"11. MARS, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0797,0137/CJ,CONTRAT D'ENTRETIEN COMPLET : PHOTOCOPIEUR SHARP SF 2052 SERIE 05600411 : SONABHY ET CFAO TECHNOLOGIES DU 11 MARS 2010,"ENTRETIEN, SONABHY, CFAO TECHNOLOGIES, PHOTOCOPIEUR SHARP.",(CONTRAT),"11. MARS, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0798,0024/PE,PROJET DE REALISATION DU DEPOT DE PENI : ETUDE D'IMPACT ENVIRONNEMENTAL 2007-2008,"PENI, DEPOT PETROLIER, ENVIRONNEMENT.","(CORRESPONDANCE, DOSSIER DE CONSULTATION, PROCES VERBAL)",2007-2008. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0799,0025/PE,"MODERNISATION DES ACTIVITES GAZ DE LA SONABHY : SELECTION DE CONSULTANT, ESTIMATION DE COUT, PROJET, APPLEL D'OFFRES","MODERNISATION, GAZ BUTANE, SONABHY, EXPLOITATION.","(FICHE DE PROJET, CORRESPONDANCE, CONTRAT, COMPTE RENDU, PROCES VERBAL, TERME DE REFERENCE, RAPPORT)",1999-2000. 2003-2004. 2008. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0800,0026/PE,MODERNISATION DES ACTIVITES GAZ DE LA SONABHY : CENTRE EMPLISSEUR GPL DE BINGO 2005,"MODERNISATION, GAZ BUTANE, DEPOT DE BINGO, CENTRE EMPLISSEUR.","(CONTRAT, ETUDE COMPARATIVE, DOSSIER DE CONSULTATION, FICHE TECHNIQUE, DOSSIER ADMINISTRATIF, DOSSIER TECHNIQUE)",2005. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0801,0027/PE,MODERNISATION DES ACTIVITES GAZ DE LA SONABHY : CENTRE EMPLISSEUR GPL DE BINGO 2003-2008,"MODERNISATION, GAZ BUTANE, DEPOT DE BINGO, CENTRE EMPLISSEUR.","(CORRESPONDANCE, PROCES VERBAL, COMPTE RENDU)",2003-2008. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0802,0028/PE,MODERNISATION DES ACTIVITES GAZ DE LA SONABHY : CONSTRUCTION D'UNE SPHERE DE 4000 M3 2004-2006,"MODERNISATION, GAZ BUTANE, DEPOT DE BINGO, SPHERE.","(CONTRAT, CORRESPONDANCE, COMPTE RENDU, PROCES VERBAL, AVIS DE CONSULTATION)",2004-2006. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0803,0029/PE,MODERNISATION DES ACTIVITES GAZ DE LA SONABHY : DEPLACEMENT DE DEUX CIGARES DU DEPOT DE BINGO AU DEPOT DE BOBO 2004,"MODERNISATION, GAZ BUTANE, DEPOT DE BINGO, CIGARE, DEPOT DE BOBO DIOULASSO.",(DOSSIER DE CONSULTATION),2004. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0804,0030/PE,MODERNISATION DES ACTIVITES GAZ DE LA SONABHY : PENALITES DE LIVRAISON DES CHARIOTS ELEVATEURS PAR BURKINA EQUIPEMENT 2006,"MODERNISATION, GAZ BUTANE, PENALITE, CHARIOT ELEVATEUR, BURKINA EQUIPEMENT.","(FICHE TECHNIQUE, CORRESPONDANCE)",2006. PASSAGE GED  : OUI. BASE GED;: DOCUTECH.
0805,0138/CJ,CONTRAT DE CONTRUCTION DU CENTRE EMPLISSEUR DE BINGO (PARTIE TECHNIQUE) : SONABHY ET FRIEDLANDER 2004,"CENTRE EMPLISSEUR, DEPOT DE BINGO, FRIEDLANDER, SONABHY, GAZ BUTANE.",(CONTRAT),2004. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0806,0139/CJ,CONTRAT DE CONSTRUCTION CENTRE EMPLISSEUR DE BINGO (PARTIE COMMERCIALE) : SONABHY ET FRIEDLANDER 2004,"CENTRE EMPLISSEUR, DEPOT DE BINGO, GAZ BUTANE, SONABHY, FRIEDLANDER.",(CONTRAT),2004. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0807,0140/CJ,CONTRAT DE CONSTRUCTION D'UNE SPHERE GPL DE 4000 M3,"SPHERE, GPL, DEPOT DE BINGO, GAZ BUTANE, SONABHY, FRIEDLANDER.",(CONTRAT),2005. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0808,0141/CJ,CONTRAT DE CONSTRUCTION D'UNE SPHERE GPL (PARTIE TECHNIQUE) : SONABHY ET FRIEDLANDER 2005,"SPHERE, GPL, DEPOT DE BINGO, GAZ BUTANE, SONABHY, FRIEDLANDER",(CONTRAT),2005. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0809,0142/CJ,CONTRAT D'INGENIERIE : EXTENSION DU CENTRE EMPLISSEUR DE BINGO : SONABHY ET TOTAL OUTRE MER,"INGENIERIE, CENTRE EMPLISSEUR, DEPOT DE BINGO, SONABHY, TOTAL OUTRE MER.",(CONTRAT),2007. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0810,0143/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET SINI,"PRODUIT PETROLIER, VENTE, SONABHY, SINI.",(CONTRAT),"23. MARS, 2007. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0811,0144/CJ,EXTENSION DU CENTRE EMPLISSEUR ET MISE EN CONFORMITE DE LA DEFENSE CONTRE INCENDIE (DCI) DU DEPOT DE BINGO : CONTRAT N°10/2007 SONABHY ET FRIEDLANDER,"CENTRE EMPLISSEUR, DEPOT DE BINGO, DEFENSE CONTRE INCENDIE, SONABHY, FRIEDLANDER, GAZ BUTANE.",(CONTRAT),2007. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0812,0145/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 25 AOUT 2008 + CONTRAT DU 25 JUIN 2010 + CONTRAT N°15/0159 DU 03 AVRIL 2015 + CONTRAT N°18/0174 DU 16 FEVRIER 2018 : SONABHY ET TAPSOBA SAIDOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAPSOBA SAIDOU.",(CONTRAT),2008. 2010. 2015. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0813,0146/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 25 JUIN 2010 + AVENANT N°13/135 DU 20 NOVEMBRE 2013 + CONTRAT N°18/0118 DU 09 FEVRIER 2018 : SONABHY ET MAIGA IBRAHIMA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MAIGA IBRAHIMA.",(CONTRAT),2010. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0814,0147/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 27 JUILLET 2010 +  AVENANT N°11/015 DU 11 MARS 2011 + CONTRAT N°15/0118 DIU 13 MARS 2015 : SONABHY ET TOUGMA K OLGA CLOTILDE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TOUGMA K OLGA CLOTILDE, ENTREPRISE NOKA.","(CONTRAT, AVENANT)",2010-2011. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0815,0148/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET EGF DU 25 JUIN 2010,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EGF.",(CONTRAT),"25. JUIN, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0816,0149/CJ,CONTRAT DE FOURNITURE DE GAZ BUTANE A PARTIR DE TEMA DU 03 AOUT 2010  + AVENANT N°11/026  DU 05 AVRIL 2011 AU CONTRAT DE FOURNITURE DE GAZ BUTANE  + CONTRAT DE VENTE N°14/0190 DU 24 DECEMBRE 2014 : SONABHY ET ASPEN PETROLEUM,"APPROVISIONNEMENT, GAZ BUTANE, TEMA, VENTE, PRODUIT PETROLIER, SONABHY, ASPEN PETROLEUM.",(CONTRAT),2010-2011. 2014. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0817,0150/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 29 JUILLET 2010 + CONTRAT N°15/3633 DU 19 OCTOBRE 2015 : SONABHY ET COMPAORE ROBERT,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, COMPAORE ROBERT.",(CONTRAT),2010. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0818,0151/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET KABORE ASSANE DU 29 JUILLET 2010,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, KABORE ASSANE.",(CONTRAT),"29. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0819,0152/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET KABORE LASSANE DU 29 JUILLET 2010,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, KABORE LASSANE.",(CONTRAT),"29. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0820,0153/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET KALMOGO BERNARD DU 29 JUILLET 2010,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, KALMOGO BERNARD.",(CONTRAT),"29. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0821,0154/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET KALMOGO GUETAMANEGDA DU 29 JUILLET 2010,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, KALMOGO GUETAMANEGDA.",(CONTRAT),"29. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0822,0155/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET NIKIEMA MOCTAR DU 29 JUILLET 2010,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, NIKIEMA MOCTAR.",(CONTRAT),"29. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0823,0156/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET ZOUNGRANA EDMOND DU 29 JUILLET 2010,"TRAVAIL, SONABHY, RESSOURCE HUMAINE, ZOUNGRANA EDMOND.",(CONTRAT),"29. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0824,0098/DG,DOSSIER SPECIFIQUE : SPECIFICATIONS DES HYDROCARBURES DE LA SONABHY 1999-2000,"PRODUIT PETROLIER, HYDROCARBURE, SPECIFICATION, SONABHY.","(ETAT, CORRESPONDANCE)",1999-2000. PASSAGE GED  : NON.
0825,0099/DG,DOSSIER SPECIFIQUE : INTERCHANGEABILITE DES BOUTEILLES DE GAZ 1999-2004,"GAZ BUTANE, BOUTEILLE DE GAZ, INTERCHANGEABILITE, MARKETER.","(CORRESPONDANCE, TEXTE REGLEMENTAIRE)",1999-2004. PASSAGE GED  : NON.
0826,0100/DG,DOSSIER SPECIFIQUE : RECOMMANDATIONS DE L'IGE 2000-2002,"RECOMMANDATION, IGE, GESTION, FINANCES.","(CORRESPONDANCE, NOTE)",2000-2002. PASSAGE GED  : NON.
0827,0101/DG,DOSSIER SPECIFIQUE : SITUATION DEFICITAIRE DE TRESORERIE : RECHERCHE DE FINANCEMENT 2000-2001,"TRESORERIE, DEFICIT, FINANCEMENT, SONABHY.","(CORRESPONDANCE, ETAT)",2000-2001. PASSAGE GED  : NON.
0828,0102/DG,"DOSSIER SPECIFIQUE : RELATION ENTRE OTRAF ET LA SONABHY 2000-2001, 2004","OTRAF, TRANSPORT, PRODUIT PETROLIER, SONABHY.",(CORRESPONDANCE),2000-2001. 2004. PASSAGE GED  : NON.
0829,0103/DG,"DOSSIER SPECIFIQUE : ACTIONNAIRE DU GROUPE JEUNE AFRIQUE 2000, 2002","JEUNE AFRIQUE, SONABHY, ACTIONNARIAT.",(CORRESPONDANCE),2000. 2002. PASSAGE GED  : NON.
0830,0104/DG,DOSSIER SPECIFIQUE : INCENDIE DU 12 FEVRIER 2002 AU DEPOT DE BINGO 2002-2004,"INCENDIE, DEPOT DE BINGO, SONABHY, SONAR, SITARAIL, SCOR, WAGON CITERNE.","(EXPOSE, CORRESPONDANCE, RAPPORT, PROCES VERBAL)",2002-2004. PASSAGE GED  : NON.
0831,0105/DG,DOSSIER SPECIFIQUE : MUTUELLE DES TRAVAILLEURS DE LA SONABHY,"MUTUALISATION, RESSOURCE HUMAINE, SONABHY, MUTRA SONABHY.","(CORRESPONDANCE, STATUT)",2003. PASSAGE GED  : NON.
0832,0106/DG,DOSSIER SPECIFIQUE : SUBVENTION DU GAZ BUTANE PAR STD-SODIGAZ 2004,"GAZ BUTANE, SUBVENTION, ETAT BURKINABE, STD SODIGAZ APC.","(CORRESPONDANCE, ETAT)",2004. PASSAGE GED  : NON.
0833,0107/DG,DOSSIER SPECIFIQUE : DEMANDE DE SUPPRESSION DE LA TAXE DE VOIRIE A COTONOU 2008,"TAXE, VOIRIE, BENIN, SUPPRESSION, SONABHY.","(CORRESPONDANCE, LOI DE FINANCE)",2008. PASSAGE GED  : NON.
0834,0108/DG,DOSSIER SPECIFIQUE : FINANCES POUR LA RECONSTITUTION DE STOCKS PRODUITS PETROLIERS AVEC SIFC (ARABIE SAOUDITE) 2009,"STOCK, PRODUIT PETROLIER, FINANCEMENT, SIFC, ARABIE SAOUDITE.","(CORRESPONDANCE, ETAT)",2009. PASSAGE GED  : NON.
0835,0109/DG,DOSSIER SPECIFIQUE : CONTRAT AVEC MTT-B POUR LES OPERATIONS DE TRANSIT DES PRODUITS DROITURE A LA SONABEL 1999-2000,"MTT-B, TRANSIT, DOUANE, SONABEL, PRODUIT PETROLIER, DROITURE, SONABHY.",(CORRESPONDANCE),1999-2000. PASSAGE GED  : NON.
0836,0110/DG,DOSSIER SPECIFIQUE : FACTURATION ET REGLEMENT DES MARKETERS 2000-2001,"FACTURATION, REGLEMENT, MARKETER, PRODUIT PETROLIER, VENTE, SONABHY.","(CORRESPONDANCE, NOTE, COMPTE RENDU)",2000-2001. PASSAGE GED  : NON.
0837,0157/CJ,CONTRATS DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET KMS SERVICES DU 06 AOUT 2010,"PRODUIT PETROLIER, SONABHY, TRANSPORT, KMS SERVICES.",(CONTRAT),"06. AOUT, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0838,0158/CJ,"CONVENTION DE NOVATION : SONABHY ET PETROLEUM STORAGE MANAGEMENT LIMITED, ORYX SUPPLY ET STORAGE DU 26 AOUT 2010","NOVATION, PETROLEUM STORAGE MANAGEMENT, ORYX SUPPLY ET STORAGE, SONABHY.",(CONTRAT),"26. AOUT, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0839,0159/CJ,PROTOCOLE D'ACCORD TRANSACTIONNEL : SONABHY ET ADDAX DU 09 AOUT 2010,"PRODUIT PETROLIER, ACCORD TRANSACTIONNEL, ADDAX, SONABHY.",(CONTRAT),"09. AOUT, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0840,0160/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : SONABHY ET ADDAX DU 13 SEPTEMBRE 2010,"VENTE, PRODUIT PETROLIER, ADDAX, SONABHY.",(CONTRAT),"13. SEPTEMBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0841,0161/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : SONABHY ET ECO OIL DU 06 AOUT 2010,"PRODUIT PETROLIER, SONABHY, VENTE, ECO OIL.",(CONTRAT),"06. AOUT, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0842,0162/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 06 SEPTEMBRE 2010 + CONTRAT N°11/080 DU 07 DECEMBRE 2011 + AVENANT N°12/0060 DU 15 MAI 2012 +  AVENANT N°02/2011 DU 04 FEVRIER 2011 + CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 07 JANVIER 2011 + CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 06 SEPTEMBRE 2010 : SONABHY ET BENIN PETRO,"VENTE, PRODUIT PETROLIER, BENIN PETRO, SONABHY.","(CONTRAT, AVENANT)",2010. 2011. 2012. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0843,0163/CJ,CONTRAT DE PRESTATION DE SERVICES DE VOYAGES : SONABHY ET KEYSIA'S TRAVEL,"PRESTATION DE SERVICE, VOYAGE, KEYSIA'S TRAVEL, SONABHY.",(CONTRAT),2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0844,0164/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : SONABHY ET OVLAS DU 06 SEPTEMBRE 2010,"PRODUIT PETROLIER, VENTE, OVLAS, SONABHY.",(CONTRAT),"06. SEPTEMBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0845,0165/CJ,AVENANT N°1 DU CONTRAT DE VENTE DE FUEL OIL : SONABHY ET TRAFIGURA DU 22 SEPTEMBRE 2010,"PRODUIT PETROLIER, VENTE, FUEL OIL, TRAFIGURA, SONABHY.",(CONTRAT),"22. SEPTEMBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0846,0166/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 13 SEPTEMBRE 2010 + CONTRAT N°15/0246 DU 13 MAI 2015 : SONABHY ET TRAORE ABIBATA,"PRODUIT PETROLIER, TRANSPORT, TRAORE ABIBATA, SONABHY.",(CONTRAT),2010. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0847,0167/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 13 SEPTEMBRE 2010 + CONTRAT N°15/0034 DU 13 FEVRIER 2015 + CONTRAT N°18/0023 DU 01 FEVRIER 2018 : SONABHY ET OUALI TRANSPORT,"PRODUIT PETROLIER, TRANSPORT, OUALI TRANSPORT, SONABHY.",(CONTRAT),"2010, 2015, 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0848,0168/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET MOUSTAPHA KABORE DU 13 SEPTEMBRE 2010,"PRODUIT PETROLIER, TRANSPORT, KABORE MOUSTAPHA , SONABHY.",(CONTRAT),"13. SEPTEMBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0849,0169/CJ,CONVENTION DE CONSULTATION ET D'ASSISTANCE JURIDIQUE : SONABHY ET ME INOUSSA ZONGO DU 24 SEPTEMBRE 2010,"ASSISTANCE JURIDIQUE, CONVENTION, CONSULTATION JURIDIQUE, AVOCAT, SONABHY, INOUSSA ZONGO.",(CONTRAT),"24. SEPTEMBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0850,0170/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 13 SEPTEMBRE 2010 + CONTRAT N°15/0283 DU 15 JUILLET 2015 : SONABHY ET SAWADOGO MAROU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO MAROU.",(CONTRAT),2010. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0851,0171/CJ,CONVENTION POUR ATTRIBUTION DE DECOUVERT DU 11 OCTOBRE 2010 + CONVENTION DE DECOUVERT N°11/0093 DU 21 DECEMBRE 2011 + CONVENTION D'OUVERTURE DE CREDIT LE 14 AVRIL 2015 : SONABHY ET BSIC,"CONVENTION, DECOUVERT, CREDIT, CAISSE, SONABHY, BSIC.",(CONTRAT),2010. 2011. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0852,0172/CJ,LETTRE DE COMMANDE N°06/2010 POUR REMISE EN ETAT D'UN CHARIOT ELEVATEUR : SONABHY ET CECOMA DU  23 FEVRIER 2010,"COMMANDE, CHARIOT ELEVATEUR, SONABHY, CECOMA.",(CONTRAT),"23. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0853,0173/CJ,LETTRE DE COMMANDE N°01/2010 POUR FOURNITURE DE CLIMATISEURS ET VENTILATEURS : SONABHY ET ALLIANCE DU 12 FEVRIER 2010,"COMMANDE, CLIMATISEUR, VENTILATEUR, SONABHY, ALLIANCE.",(CONTRAT),"12. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0854,0174/CJ,LETTRE DE COMMANDE N°02/2010 POUR ACQUISITION DE MATERIEL DE BUREAU : SONABHY ET ADAM'S IMPORT EXPORT DU 23 FEVRIER 2010,"COMMANDE, MATERIEL DE BUREAU, SONABHY, ADAM'S IMPORT EXPORT.",(CONTRAT),"23. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0855,0175/CJ,LETTRE DE COMMANDE N°03/2010 POUR ACQUISITION D'UNE TABLE DE REUNION : SONABHY ET ADAM'S IMPORT EXPORT,"COMMANDE, TABLE DE REUNION, SONABHY, ADAM'S IMPORT EXPORT.",(CONTRAT),"23. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0856,0176/CJ,LETTRE DE COMMANDE N°05/2010 POUR ACQUISITION DE VACCINS : SONABHY ET PHARMACIE DU BOULMIOUGOU DU 09 FEVRIER 2010,"COMMANDE, VACCIN, VAXIGRIP, SONABHY, PHARMACIE BOULMIOUGOU.",(CONTRAT),"09. FEVRIER , 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0857,0177/CJ,LETTRE DE COMMANDE N°07/2010 POUR LOCATION D'UN CHARIOT ELEVATEUR : SONABHY ET SODIGAZ APC DU 16 FEVRIER 2010,"COMMANDE, CHARIOT ELEVATEUR, SONABHY, STD SODIGAZ APC.",(CONTRAT),"16. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0858,0178/CJ,LETTRE DE COMMANDE N°08/2010 POUR LE REPAS DE LA PRESENTATION DES VOEUX 2010 : SONABHY ET HOTEL OK INN DU 19 FEVRIER 2010,"COMMANDE, REPAS, VOEUX, SONABHY, HOTEL OK INN.",(CONTRAT),"19. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0859,0179/CJ,LETTRE DE COMMANDE N°09/2010 POUR LOCATION D'UN CHARIOT ELEVATEUR : SONABHY ET SODIGAZ APC DU 19 FEVRIER 2010,"COMMANDE, CHARIOT ELEVATEUR, SONABHY, STD SODIGAZ APC.",(CONTRAT),"19. FEVRIER, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0860,0180/CJ,LETTRE DE COMMANDE N°11/2010 POUR ABONNEMENT A SIDWAYA : SONABHY ET LES EDITIONS SIDWAYA DU 27 JUILLET 2010,"COMMANDE, ABONNEMENT, SIDWAYA, SONABHY, LES EDITIONS SIDWAYA.",(CONTRAT),"27. JUILLET, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0861,0181/CJ,LETTRE DE COMMANDE N°12/2010 POUR LOCATION D'UN CHARIOT ELEVATEUR : SONABHY ET SODIGAZ APC DU 13 AVRIL 2010,"COMMANDE, CHARIOT ELEVATEUR, SONABHY, STD SODIGAZ APC.",(CONTRAT),"13. AVRIL, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
