ID,Code,TITRE/DOSSIER,CONTENU,N° PIECES,DATE,OBSERVATIONS,SORT FINAL,ANA. DIPLOM.,PASSAGE GED,BASE GED
03296,715/GRM,APPEL D'OFFRES N°2016-021 POUR LES TRAVAUX DE CONSTRUCTION ET DE REFECTION D'INFRASTRUCTURE AU DEPOT DE BINGO,"SOGE DIN-BTS, ELOMA",,2016,,DESTRUCTION,(APPEL D'OFFRES),NON,
03297,716/GRM,DEMANDE DE PRIX N°2016-005 POUR LA SELECTION DE BUREAU D'ETUDE POUR CONSTRUCTION DE DIVERS BATIMENT A PENI,"BICAT, CARBUREX & GRETEC, IAC & BATCO",,2016,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03298,717/GRM,MANIFESTATION D'INTERET N°2016-003 POUR ETUDE ARCHITECTURALE ET TECHNIQUE POUR CONSTRUCTION DE DIVERS BATIMENT A PENI,"BATCO & IAC, SATA AFRIQUE, AECI, CA-RAUC, GTL",,2016,,DESTRUCTION,(MANIFESTATION D'INTERET),NON,
03299,718/GRM,MANIFESTATION D'INTERET N°2016-004 POUR SELECTION DE CABINETS POUR LA CONSTRUCTION DE BATIMENT EXTENSIBLE AU SIEGE,"AGORA, CAURI, G2CONCEPTION, MEMO, DEL ARCHITECTURE, BECOTEX",,2016,,DESTRUCTION,(MANIFESTATION D'INTERET),NON,
03300,719/GRM,APPEL D'OFFRES N°2016-006 POUR ACQUISITION DE PIECES DE RECHANGE GAZ AU PROFIT DE LA SONABHY BINGO,"BELKOM, EERI-BF, GMS",,2017,,DESTRUCTION,(APPEL D'OFFRE),NON,
03301,720/GRM,DEMANDE DE PRIX N°2017-014 POUR ACQUISITION DE FOURNITURE DE BUREAUX ET PRODUITS D'ENTRETIEN AU PROFIT DU SIEGE,LP COMMERCE,,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03302,721/GRM,DEMANDE DE PRIX N°2017-015 POUR ACQUISITION DE FOURNITURE DE BUREAUX ET PRODUITS D'ENTRETIEN AU PROFIT DE BINGO,"ESIF, PLANETE SERVICE, LP COMMERCE",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03303,722/GRM,DEMANDE DE PRIX N°2017-015 POUR ACQUISITION DE VACCINS CONTRE LA FIEVRE TYPHOIDE AU PROFIT DE LA SONABHY,"DPBF, PHARMACIE DU PROGRES",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03304,723/GRM,DEMANDE DE PRIX N°2017-009 POUR LA DEPOSE ET LA POSE DE DEUX RELAIS NUMERIQUE AU PROFIT DE PENI,AC TECHNOLOGIE PROMOTION,,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03305,724/GRM,DEMANDE DE PRIX N°2017-009 POUR ACQUISITION DE TENUES DE TRAVAIL AU PROFIT DU DEPOT DE LA SONABHY,"SALEM GROUP, E.C.COS, GALADE",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03306,725/GRM,"DEMANDE DE PROPOSITION N°2014-002 POUR LA SELECTION D'UN CABINET, POUR CONSEIL JURIDIQUE ET D'ASSISTANCE JURIDIQUE","CABINET DE Me SERGE SOGOTERESANOU, CABINET D'AVOCAT ALI NEYA",,2014,,DESTRUCTION,(DEMANDE DE PROPOSITION),NON,
03307,727/GRM,MANIFESTATION D'INTERET POUR LA SELECTION DE CABINETS POUR REALISATION DE L'ETUDE DE DANGER ET DES RISQUES DES DEPOTS,CISM,,2016,,DESTRUCTION,(MANIFESTATION D'INTERET),NON,
03308,728/GRM,APPEL D'OFFRES N°2016-008 POUR LE RENFORCEMENT DU POSTE DE TRANSFORMATION ELECTRIQUE 33/04KV DE 630KVA DU DEPOT DE BINGO,PPI,,2016,,DESTRUCTION,(APPEL D'OFFRES ),NON,
03309,729/GRM,DEMANDE DE PRIX N°2017-005 POUR FOURNITURE ET IMPLEMENTATION D'UNE LICENCE DE SUPERVISION EQUAVISION,COCITAM,,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03310,730/GRM,DEMANDE DE PRIX N°2017-011 POUR LA POSE DE DEUX BARRIERE ELECTRIQUE EN REMPLACEMENT DE CEUX EXISTANTS,PPI,,2017,,DESTRUCTION,(DEMANDE PRIX ),NON,
03311,731/GRM,DEMANDE DE PRIX N°2017-006 POUR LA FOURNITURE ET INSTALLATION DE HUITS EQUALIS AU PROFIT DE BOBODIOULASSO,PARLYM,,2017,,DESTRUCTION,(DEMANDE PRIX ),NON,
03312,732/GRM,MANIFESTATION D'INTERET N°2015-005 POUR LE RECRUTEMENT D'UN INGENIEUR CONSEIL A L'ELABORATION D'APPEL D'OFFRES POUR LA CONSTRUCTION D'UNE SPHERE DE GAZ DE PETROLE LIQUIDE GPL/2015,PARLYM,,2017,,DESTRUCTION,(MANIFESTATION D'INTERET ),NON,
03313,733/GRM,APPEL D'OFFRES POUR L'ASSISTANCE FISCALE,CERE,,2015,,DESTRUCTION,(APPEL D'OFFRES ),NON,
03314,734/GRM,DEMANDE DE PRIX N°2017-028 POUR ACQUISITION D'EQUIPEMENT INDIVIDUELLE LOT1,ITEEM LABS & SERVICES,,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03315,735/GRM,EXPERTISE ET EVALUATION DES INVESTISSEMENT IMMOBILIER ET INDUSTRIELLE DU SITE DE DEPART A NABRITENGA2,CIRTECH-B,,2015,,DESTRUCTION,(APPEL D'OFFRES),NON,
03316,736/GRM,DEMANDE DE PRIX N°2016-008 POUR LA FOURNITURE D'UNE PERCEUSE A PERCUTION,ACIMEX,,2016,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03317,737/GRM,APPEL D'OFFRES N°2015-011 POUR L'ACQUISITION DE NETTOYEURS HAUTE PRESSION ET DE PIECES DE RECHANGE POUR NETTOYEUR FOURNITURE D'UNE PERCEUSE A PERCUTION,STEA,,2015,,DESTRUCTION,(APPEL D'OFFRES),NON,
03318,738/GRM,AVIS DE PREQUALIFICATION N°2017-001 POUR L'EXTENTIONDES CAPACITES DE STOCKAGE DU DEPOT DE BINGO,"MIG, SECOMOC",,2017,,DESTRUCTION,(AVIS DE PREQUALIFICATION),NON,
03319,739/GRM,DEMANDE DE PROPOSITION N°2016-002 POUR LA SELECTION D'UN CABINET POUR LA REALISATION D'UNE SPHERE DE 6000M²DE GAZ DE PETROLE LIQUIDE GPL,"PARLYM, SECOMOC",,2016,,DESTRUCTION,(DEMANDE DE PROPOSITION),NON,
03320,740/GRM,DEMANDE DE PRIX N°2016-010 POUR LA FOURNITURE ET POSE DE SEPT PROJECTEURS SOLAIRES AU PROFIT DE BOBODIOULASSO,"PROGRESS TECHNOLOGIE, SCE",,2016,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03321,741/GRM,DEMANDE DE PRIX N°2017-009 POUR LA FOURNITURE LA POSE ET LA DEPOSEDE DEUX RADIOS RELAIS NUMERIQUE,"RADIO DE RELAIS NUMERIQUR, DEPOT, SONABHY",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03322,743/GRM,DEMANDE DE PRIX N°2017-005 POUR LA FOURNITURE ET L'IMPLEMENTATION D'UNE LICENCE DE SUPERVISION EQUAVISION,"EQUAVISION, LICENCE, SUPERVISION",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03323,745/GRM,DEMANDE DE PRIX N°2017-012 POUR ACQUISITION DE TENUES DE TRAVAIL AU PROFIT DE BINGO,"TENUE DE TRAVAIL, DEPOT, SONABHY",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03324,686/GRM,APPEL D'OFFRES N°2017-001 POUR TRAVAUX DE POINTS A TEMPS SUR LA BRETELLE DE LA RN1 AU DEPOT SONABHY BINGO,"ROADS, NOVEKA, GESEB, SOGER SATOM",,2017,,DESTRUCTION,(APPEL D'OFFRES),NON,
03325,693/GRM,APPEL D'OFFRES N°2017-008 POUR FOURNITURE ET LA MISE EN D'UN APPAREIL DE VISCOSIMETRE CINEMATIQUE AUTOMATIQUE AUTOMOBILE,"SPIT MAKINZY, ANGELYS, LABORATOIRE AINA, TRAUVAY CAUVIN, PROGRESS TECHNOLOGIE, AMANDINE",,2017,,DESTRUCTION,(APPEL D'OFFRES),NON,
03326,726/GRM,APPEL D'OFFRES N°2016-013 POUR DALLAGE AIRE DE CIRCULATION DES ENGINS D'EXPLOITATION AU DEPOT DE BINGO,EERI-BF,,2017,,DESTRUCTION,(APPEL D'OFFRES),NON,
03327,742/GRM,DEMANDE DE PRIX N°2017-011 POUR LA FOURNITURE ET LA POSE DE DEUX BARRIERES ELECTRONIQUE,BARRIERE ELECTRONIQUE,,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03328,744/GRM,DEMANDE DE PRIX N°2017-004 POUR LA FOURNITURE ET LA MISE EN SERVICE D'UN APPAREIL DE DISTILLATION AUTOMATISE,"DISTILLATION AUTOMATISE, DEPOT, SONABHY",,2017,,DESTRUCTION,(DEMANDE DE PRIX),NON,
03329,2308/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15000001 A 15001067,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JANVIER 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03330,2309/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15001068 A 15002332,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,FEVRIER 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03331,2310/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15002333 A 15003700,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,MARS 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03332,2311/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15003701 A 15005055,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,AVRIL 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03333,2312/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15005056 A 15006279,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,MAI 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03334,2313/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15006280 A 15007485,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JUIN 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03335,2314/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15007486 A 15008884,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JUILLET 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03336,2315/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15008885 A 15010143,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,AOUT 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03337,2316/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15010144 A 15011205,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,SEPTEMBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03338,2317/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15011206 A 15012628,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,OCTOBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03339,2318/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15012629 A 15013881,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,NOVEMBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03340,2319/GFC,GESTION FINANCIERE & COMPTABLE: FACTURE VENTE N° 15013882 A 15015278,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,DECEMBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, FACTURE)",NON,
03341,2320/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15000001 A 15000431,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JANVIER 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03342,2321/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15000433 A 15000460,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,FEVRIER 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03343,2322/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15000463 A 15001946,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,MARS 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03344,2323/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15001947 A 15002641,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,AVRIL 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03345,2324/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15002642 A 15003491,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,MAI 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03346,2325/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15003493 A 15003553,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JUIN 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03347,2326/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15003554 A 15005834,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JUILLET 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03348,2327/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15004671 A 15005822,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,JUILLET 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03349,2328/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15005835 A 15007026,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,AOUT 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03350,2329/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15007027 A 15007324,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,SEPTEMBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03351,2330/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15007325 A 15008231,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,OCTOBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03352,2331/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15008232 A 15008725,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,NOVEMBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03353,2332/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE DEBIT N° 15008726 A 15009611,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,DECEMBRE 2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE DEBIT)",NON,
03354,2333/GFC,GESTION FINANCIERE & COMPTABLE: NOTE DE CREDIT N° 15008003 A 15000279,"FACTURATION, PRODUIT PETROLIER, FINANCE, COMPTABILITE, VENTE",,2015,,CONSERVATION DEFINITIVE,"(PIECE COMPTABLE, NOTE DE CREDIT)",NON,
03355,2334/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15000001 A 15000255,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,JANVIER 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03356,2335/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15000257 A 15000400,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,FEVRIER 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03357,2336/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15000401 A 15000647,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,MARS 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03358,2337/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15000626 A 15000795,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,AVRIL 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03359,2338/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15000819 A 15000984,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,MAI 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03360,2339/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15000987 A 15001298,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,JUIN 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03361,2340/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15001225 A 15001424,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,JUILLET 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03362,2341/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15001425 A 15001576,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,AOUT 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03363,2342/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15001577 A 15001642,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,SEPTEMBRE 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03364,2343/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15001644 A 15001907,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,OCTOBRE 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03365,2344/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15001908 A 15002090,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,NOVEMBRE 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03366,2345/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX N° 15002092 A 15002324,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,DECEMBRE 2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03367,2346/GFC,GESTION FINANCIERE & COMPTABLE: ACHATS LOCAUX,"ACHAT LOCAL, PATRIMOINE, SONABHY, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03368,2347/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER STSL N° 150000023 A 15000600,"ACHAT, PRODUIT PETROLIER, STSL, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03369,2348/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER STSL N° 150000681 A 15002177,"ACHAT, PRODUIT PETROLIER, STSL, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03370,2349/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER TRANSCOM N° 150000011 A 15001197,"ACHAT, PRODUIT PETROLIER, TRANSCOM, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03371,2350/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER TRANSCOM N° 150001267 A 15002164,"ACHAT, PRODUIT PETROLIER, TRANSCOM, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03372,2351/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER SONACOP N° 150000008 A 15001979,"ACHAT, PRODUIT PETROLIER, SONACOP, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03373,2352/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER OCTOGONE N° 150000019 A 15001826,"ACHAT, PRODUIT PETROLIER, OCTOGONE, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03374,2353/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER CBC N° 150000104 A 15002099,"ACHAT, PRODUIT PETROLIER, CBC, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03375,2354/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER TRAFIGURA N° 150000021 A 15000878,"ACHAT, PRODUIT PETROLIER, TRAFIGURA, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03376,2355/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER TRAFIGURA N° 150001124 A 15002162,"ACHAT, PRODUIT PETROLIER, TRAFIGURA, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03377,2356/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER ECO OIL N° 150000223 A 15000663,"ACHAT, PRODUIT PETROLIER, ECO OIL, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03378,2357/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER ECO OIL N° 150000731 A 15002193,"ACHAT, PRODUIT PETROLIER, ECO OIL, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03379,2358/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER SIR N° 150000058 A 15001330,"ACHAT, PRODUIT PETROLIER, SIR, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03380,2359/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER ADDAX N° 150000028 A 15000552,"ACHAT, PRODUIT PETROLIER, ADDAX, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03381,2360/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER ADDAX N° 150000909 A 15002161,"ACHAT, PRODUIT PETROLIER, ADDAX, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03382,2361/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER BENI PETRO N° 150000209 A 15001620,"ACHAT, PRODUIT PETROLIER, BENIN PETRO, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03383,2362/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER RITIS PETROLEUM N° 150000209 A 15000535,"ACHAT, PRODUIT PETROLIER, RITIS PETROLEUM, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03384,2363/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER GUNVOR N° 150000371 A 15002101,"ACHAT, PRODUIT PETROLIER, GUNVOR, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03385,2364/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER ASPEN PETROLEUM N° 150000005 A 15002066,"ACHAT, PRODUIT PETROLIER, ASPEN PETROLEUM, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03386,2365/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER ORYX N° 150000057A 15002201,"ACHAT, PRODUIT PETROLIER, ORYX, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03387,2366/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER GESTOCI N° 1500000008 A 15002176,"ACHAT, PRODUIT PETROLIER, GESTOCI, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03388,2367/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER VITOL N° 1500000958 A 15002118,"ACHAT, PRODUIT PETROLIER, VITOL, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03389,2368/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER PETROFA N° 1500000826 A 15001569,"ACHAT, PRODUIT PETROLIER, PETROFA, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03390,2369/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER TITN° 1500000489 A 15000929,"ACHAT, PRODUIT PETROLIER, TIT, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03391,2370/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER LA CHORALE N° 1500000603 A 15001096,"ACHAT, PRODUIT PETROLIER, LA CHORALE, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
03392,2371/GFC,GESTION FINANCIERE & COMPTABLE: ACHAT DE PRODUIT PETROLIER PETROCI N° 1500000044 A 15002159,"ACHAT, PRODUIT PETROLIER, PETROCI, FINANCE, COMPTABILITE",,2015,,CONSERVATION DEFINITIVE,(PIECE COMPTABLE),NON,
